cases,deaths,doctor_visits,wili,wcli
1426.0,1325.5447323337323,36.30898199999999,3.7118786,2.8781871999999997
51.0,0.0,36.027348,2.9207019,2.3020448
0.0,3068.3635956721005,34.963004999999995,3.1048956000000003,2.6803742
271.0,0.0,34.001234,4.000244499999999,3.5296673
159.0,0.0,34.73819,3.5812378,3.0543939
175.0,217.86802779685576,34.407488,3.1069675,2.7574903
182.0,0.0,34.56807,3.0298876,3.0298876
237.0,1868.4266272287873,35.676601,2.1584514,2.1584514
231.0,1657.488136547366,35.26021,1.9887546,1.9887546
91.0,0.0,32.990915,2.1559601,2.1559601
201.0,4070.19427679824,29.901969,2.5068073,2.5068073
194.0,0.0,30.473508,3.3478782,3.2055284000000004
184.0,52.59245144332753,28.244726,2.6919365,2.5656878
184.0,0.0,28.035153000000005,3.2868765,3.1032081000000007
0.0,3555.018369733584,28.132898,3.4962742,3.314612
0.0,0.0,29.812786,3.5833129,3.4044609
0.0,0.0,31.13995,3.4105155,3.2836020999999995
0.0,0.0,30.804298,3.4430596,3.3093215
836.0,7202.189575505687,31.818801000000008,4.5915806,4.6014583
80.0,2633.7280492688446,34.126152,4.824159399999999,4.8325446
202.0,1195.6628873835064,35.361342,4.0616597,3.917786
198.0,2627.7362289182797,36.533146,4.2107388,4.3657759
220.0,2667.0549892432014,38.050953,4.105453,4.2644861
147.0,77.12781249417174,37.659040000000005,3.7372783,3.8522165
126.0,0.0,35.690507000000004,3.4168214,3.5426204
172.0,1352.7452361419887,37.594864,2.075726,2.1951668
156.0,684.7641026718613,36.837627,2.6588302,2.6723307000000003
247.0,0.0,36.800195,2.3812123,2.6378386000000003
255.0,0.0,36.504791,2.9001258,3.0206161
334.0,1188.2662928545985,36.015063999999995,3.4647966,3.3713296
191.0,0.0,33.799927,3.6532058,3.4786747
131.0,3563.84046281721,31.746188,3.5199971,3.3550823
98.0,0.0,35.486611,3.3983128,3.219627
0.0,0.0,36.693348,3.151657,3.0768456000000004
363.0,1888.847244265706,37.559835,3.2196849,3.0590209
258.0,0.0,40.200457,3.840082900000001,3.4716588
330.0,0.0,41.114377,3.5336702,3.3244689
344.0,381.1549572825881,39.899501,4.0166131,3.692199
225.0,2395.410515580068,38.31725,3.9376863,3.6087921
269.0,0.0,41.861976000000006,4.738931200000001,4.420528999999999
338.0,0.0,41.512202,3.5392803,3.2262714
396.0,1408.915839318347,39.48874,3.6116446,3.4141803
427.0,4953.104685200067,36.79881900000001,2.5407507,2.3474101000000003
351.0,13.551572193749823,37.421816,2.5329165,2.8004229
363.0,0.0,36.50782,2.8576881,2.7607308999999995
329.0,0.0,35.623310000000004,3.3058971,3.1647984
302.0,0.0,38.284636,3.0381219,2.8664425
300.0,0.0,41.098849,3.6009773,3.5166099
233.0,760.0750024819521,43.488882,3.5684930000000006,3.5426705000000003
387.0,0.0,47.550842,3.3432604,3.2572239
355.0,26.913973278298098,50.673602,2.8025821,2.3913477000000003
353.0,857.0353152994743,51.042557,3.4114136,3.4277038
467.0,315.4666958852792,50.28562,3.2257078000000003,3.2220601
