4.935188293457031250e-01,5.113115906715393066e-01,4.961750805377960205e-01,5.151740312576293945e-01,4.998725354671478271e-01,5.108039975166320801e-01,5.143238902091979980e-01,5.181524157524108887e-01,5.023049116134643555e-01,5.029468536376953125e-01,4.967739284038543701e-01,5.036451220512390137e-01,4.987093210220336914e-01,5.036507844924926758e-01,5.069235563278198242e-01,5.119226574897766113e-01
5.109766721725463867e-01,4.714936316013336182e-01,4.899544417858123779e-01,4.955956637859344482e-01,4.971564412117004395e-01,5.187349915504455566e-01,5.213316082954406738e-01,4.805386364459991455e-01,5.134558677673339844e-01,5.089587569236755371e-01,5.095103979110717773e-01,5.014001727104187012e-01,5.150851011276245117e-01,4.865937829017639160e-01,5.183612108230590820e-01,5.161122679710388184e-01
5.218701958656311035e-01,4.930401146411895752e-01,4.926198124885559082e-01,5.291957855224609375e-01,5.122006535530090332e-01,5.091245770454406738e-01,5.333300828933715820e-01,4.928640425205230713e-01,4.930034875869750977e-01,5.031989812850952148e-01,4.883700907230377197e-01,5.060106515884399414e-01,5.162454843521118164e-01,5.129001140594482422e-01,5.055615901947021484e-01,5.039983391761779785e-01
5.092283487319946289e-01,5.038274526596069336e-01,4.921153485774993896e-01,4.906114041805267334e-01,5.033569335937500000e-01,5.029232501983642578e-01,5.091192722320556641e-01,5.029852390289306641e-01,5.107579231262207031e-01,5.006477832794189453e-01,5.115088820457458496e-01,4.958006441593170166e-01,5.017979741096496582e-01,5.147370100021362305e-01,4.890194237232208252e-01,5.043680667877197266e-01
5.117187500000000000e-01,5.090209841728210449e-01,4.892087876796722412e-01,5.194951891899108887e-01,5.013090372085571289e-01,5.083906054496765137e-01,5.119695067405700684e-01,5.007485747337341309e-01,4.989316165447235107e-01,5.039803981781005859e-01,5.003315806388854980e-01,5.143789052963256836e-01,4.831302464008331299e-01,5.044943690299987793e-01,5.025616884231567383e-01,4.859330654144287109e-01
5.047972798347473145e-01,4.815095365047454834e-01,5.040602684020996094e-01,5.134463906288146973e-01,5.042483210563659668e-01,5.101405978202819824e-01,4.906478822231292725e-01,5.119441151618957520e-01,4.965998232364654541e-01,5.293510556221008301e-01,4.906840622425079346e-01,5.056198835372924805e-01,5.011494755744934082e-01,5.263631939888000488e-01,5.144715905189514160e-01,5.192161798477172852e-01
5.042750239372253418e-01,5.128529667854309082e-01,5.043119788169860840e-01,4.833064079284667969e-01,5.028176903724670410e-01,4.828960895538330078e-01,5.059691071510314941e-01,4.968886971473693848e-01,5.184205770492553711e-01,4.975483715534210205e-01,4.924012124538421631e-01,4.934509098529815674e-01,5.073242187500000000e-01,4.948113560676574707e-01,5.032179355621337891e-01,4.930767416954040527e-01
5.108090639114379883e-01,5.018057823181152344e-01,5.005699396133422852e-01,4.895524084568023682e-01,4.873990118503570557e-01,5.072780847549438477e-01,4.991888999938964844e-01,5.224367976188659668e-01,4.939597249031066895e-01,5.062795877456665039e-01,5.081951022148132324e-01,5.004186630249023438e-01,4.901483058929443359e-01,5.094869136810302734e-01,4.910701811313629150e-01,4.959406554698944092e-01
4.886907935142517090e-01,4.993006289005279541e-01,5.223386287689208984e-01,5.100955963134765625e-01,5.006165504455566406e-01,5.036295056343078613e-01,4.851990938186645508e-01,4.815541505813598633e-01,5.142508745193481445e-01,5.089102387428283691e-01,5.106093287467956543e-01,4.812101721763610840e-01,5.042821764945983887e-01,5.180391669273376465e-01,4.897612929344177246e-01,4.979065954685211182e-01
4.951035082340240479e-01,5.061336159706115723e-01,5.037456750869750977e-01,5.092268586158752441e-01,5.030352473258972168e-01,4.865928590297698975e-01,4.997846186161041260e-01,5.060269236564636230e-01,5.254645943641662598e-01,5.070859789848327637e-01,5.231480002403259277e-01,5.018636584281921387e-01,5.163000822067260742e-01,4.865478277206420898e-01,5.153975486755371094e-01,5.068631172180175781e-01
5.019629001617431641e-01,5.081478357315063477e-01,5.096676349639892578e-01,4.975180327892303467e-01,4.869026541709899902e-01,5.152323246002197266e-01,5.102973580360412598e-01,4.997500181198120117e-01,4.855697453022003174e-01,4.967170357704162598e-01,4.934103190898895264e-01,5.095061063766479492e-01,5.131149888038635254e-01,5.026686191558837891e-01,5.081527233123779297e-01,4.991581439971923828e-01
5.102757215499877930e-01,5.106368660926818848e-01,5.039713978767395020e-01,5.249345302581787109e-01,4.865698814392089844e-01,4.974401593208312988e-01,4.852381050586700439e-01,4.830654263496398926e-01,4.825603961944580078e-01,5.059474110603332520e-01,5.180173516273498535e-01,4.769997298717498779e-01,5.117003917694091797e-01,5.123565793037414551e-01,5.072867870330810547e-01,4.942809343338012695e-01
5.114824771881103516e-01,4.794681668281555176e-01,5.048546791076660156e-01,5.235959291458129883e-01,5.127162337303161621e-01,5.018021464347839355e-01,5.036887526512145996e-01,4.974185824394226074e-01,5.326743721961975098e-01,4.992005527019500732e-01,5.162933468818664551e-01,4.876309633255004883e-01,4.929599165916442871e-01,5.077918767929077148e-01,5.125832557678222656e-01,4.962956309318542480e-01
4.973230361938476562e-01,5.240409374237060547e-01,5.012710094451904297e-01,4.972310364246368408e-01,5.100540518760681152e-01,5.041602253913879395e-01,5.175484418869018555e-01,4.782384335994720459e-01,4.938720166683197021e-01,4.934867620468139648e-01,5.125977396965026855e-01,5.076458454132080078e-01,5.050988793373107910e-01,5.117319226264953613e-01,5.158030986785888672e-01,4.805763363838195801e-01
4.978378713130950928e-01,5.161603093147277832e-01,5.048483610153198242e-01,4.921229779720306396e-01,4.953440427780151367e-01,5.010753870010375977e-01,4.982654750347137451e-01,5.027211904525756836e-01,5.125671625137329102e-01,5.047079920768737793e-01,4.972661733627319336e-01,5.026770234107971191e-01,4.937945902347564697e-01,5.187540650367736816e-01,4.854762852191925049e-01,4.980503320693969727e-01
5.036356449127197266e-01,5.257185101509094238e-01,5.294877290725708008e-01,5.016930103302001953e-01,4.797820448875427246e-01,5.096664428710937500e-01,4.968745708465576172e-01,5.089251399040222168e-01,5.043852329254150391e-01,4.983683526515960693e-01,4.974046349525451660e-01,5.062780380249023438e-01,4.961161017417907715e-01,5.028198957443237305e-01,5.189523100852966309e-01,5.001103878021240234e-01
