"","region","date","year","epi_week","cases","deaths"
"718","Bogota",2022-02-23,2022,8,829,15
"719","Bogota",2022-02-24,2022,8,684,16
"720","Bogota",2022-02-25,2022,8,659,18
"721","Bogota",2022-02-26,2022,8,464,12
"722","Bogota",2022-02-27,2022,9,273,12
"723","Bogota",2022-02-28,2022,9,497,12
"724","Bogota",2022-03-01,2022,9,467,12
"725","Bogota",2022-03-02,2022,9,452,6
"726","Bogota",2022-03-03,2022,9,366,10
"727","Bogota",2022-03-04,2022,9,359,9
"728","Bogota",2022-03-05,2022,9,240,8
"729","Bogota",2022-03-06,2022,10,168,6
"730","Bogota",2022-03-07,2022,10,321,11
"731","Bogota",2022-03-08,2022,10,261,9
"732","Bogota",2022-03-09,2022,10,247,5
"733","Bogota",2022-03-10,2022,10,212,7
"734","Bogota",2022-03-11,2022,10,203,4
"735","Bogota",2022-03-12,2022,10,176,5
"736","Bogota",2022-03-13,2022,11,101,5
"737","Bogota",2022-03-14,2022,11,227,5
"738","Bogota",2022-03-15,2022,11,219,5
"739","Bogota",2022-03-16,2022,11,141,9
"740","Bogota",2022-03-17,2022,11,236,8
"741","Bogota",2022-03-18,2022,11,211,1
"742","Bogota",2022-03-19,2022,11,124,2
"743","Bogota",2022-03-20,2022,12,88,4
"744","Bogota",2022-03-21,2022,12,67,3
"745","Bogota",2022-03-22,2022,12,143,2
"746","Bogota",2022-03-23,2022,12,191,2
"747","Bogota",2022-03-24,2022,12,156,0
"748","Bogota",2022-03-25,2022,12,175,3
"749","Bogota",2022-03-26,2022,12,139,3
"750","Bogota",2022-03-27,2022,13,79,3
"751","Bogota",2022-03-28,2022,13,152,2
"752","Bogota",2022-03-29,2022,13,162,3
"753","Bogota",2022-03-30,2022,13,162,3
"754","Bogota",2022-03-31,2022,13,134,2
"755","Bogota",2022-04-01,2022,13,132,1
"756","Bogota",2022-04-02,2022,13,82,2
"757","Bogota",2022-04-03,2022,14,67,2
"758","Bogota",2022-04-04,2022,14,157,0
"759","Bogota",2022-04-05,2022,14,143,0
"760","Bogota",2022-04-06,2022,14,113,0
"761","Bogota",2022-04-07,2022,14,184,2
"762","Bogota",2022-04-08,2022,14,137,2
"763","Bogota",2022-04-09,2022,14,87,1
"764","Bogota",2022-04-10,2022,15,43,3
"765","Bogota",2022-04-11,2022,15,78,0
"766","Bogota",2022-04-12,2022,15,134,1
"767","Bogota",2022-04-13,2022,15,92,0
"768","Bogota",2022-04-14,2022,15,40,0
"769","Bogota",2022-04-15,2022,15,31,2
"770","Bogota",2022-04-16,2022,15,59,0
"771","Bogota",2022-04-17,2022,16,57,0
"772","Bogota",2022-04-18,2022,16,120,0
"773","Bogota",2022-04-19,2022,16,116,0
"774","Bogota",2022-04-20,2022,16,117,0
"775","Bogota",2022-04-21,2022,16,105,1
"776","Bogota",2022-04-22,2022,16,114,0
"777","Bogota",2022-04-23,2022,16,59,1
"778","Bogota",2022-04-24,2022,17,46,0
"779","Bogota",2022-04-25,2022,17,84,1
"780","Bogota",2022-04-26,2022,17,76,0
"781","Bogota",2022-04-27,2022,17,98,0
"782","Bogota",2022-04-28,2022,17,93,0
"783","Bogota",2022-04-29,2022,17,102,3
"784","Bogota",2022-04-30,2022,17,76,1
"785","Bogota",2022-05-01,2022,18,71,0
"786","Bogota",2022-05-02,2022,18,112,2
"787","Bogota",2022-05-03,2022,18,142,0
"788","Bogota",2022-05-04,2022,18,171,0
"789","Bogota",2022-05-05,2022,18,185,0
"790","Bogota",2022-05-06,2022,18,174,0
"791","Bogota",2022-05-07,2022,18,131,0
"792","Bogota",2022-05-08,2022,19,108,1
"793","Bogota",2022-05-09,2022,19,216,0
"794","Bogota",2022-05-10,2022,19,201,0
"795","Bogota",2022-05-11,2022,19,256,1
"796","Bogota",2022-05-12,2022,19,253,0
"797","Bogota",2022-05-13,2022,19,253,0
"798","Bogota",2022-05-14,2022,19,231,0
"799","Bogota",2022-05-15,2022,20,190,0
"800","Bogota",2022-05-16,2022,20,400,0
"801","Bogota",2022-05-17,2022,20,403,1
"802","Bogota",2022-05-18,2022,20,379,1
"803","Bogota",2022-05-19,2022,20,420,1
"804","Bogota",2022-05-20,2022,20,416,0
"805","Bogota",2022-05-21,2022,20,296,1
"806","Bogota",2022-05-22,2022,21,206,1
"807","Bogota",2022-05-23,2022,21,480,0
"808","Bogota",2022-05-24,2022,21,546,0
"809","Bogota",2022-05-25,2022,21,499,3
"810","Bogota",2022-05-26,2022,21,516,1
"811","Bogota",2022-05-27,2022,21,527,3
"812","Bogota",2022-05-28,2022,21,396,1
"813","Bogota",2022-05-29,2022,22,250,2
"814","Bogota",2022-05-30,2022,22,311,1
"815","Bogota",2022-05-31,2022,22,837,1
"816","Bogota",2022-06-01,2022,22,812,1
"817","Bogota",2022-06-02,2022,22,712,0
"818","Bogota",2022-06-03,2022,22,782,0
"819","Bogota",2022-06-04,2022,22,631,2
"820","Bogota",2022-06-05,2022,23,436,3
"821","Bogota",2022-06-06,2022,23,881,4
"822","Bogota",2022-06-07,2022,23,943,2
"823","Bogota",2022-06-08,2022,23,965,0
"824","Bogota",2022-06-09,2022,23,935,2
"825","Bogota",2022-06-10,2022,23,982,1
"826","Bogota",2022-06-11,2022,23,773,3
"827","Bogota",2022-06-12,2022,24,602,2
"828","Bogota",2022-06-13,2022,24,1157,2
"829","Bogota",2022-06-14,2022,24,1326,4
"830","Bogota",2022-06-15,2022,24,1628,1
"831","Bogota",2022-06-16,2022,24,1522,3
"832","Bogota",2022-06-17,2022,24,1591,3
"833","Bogota",2022-06-18,2022,24,1205,6
"834","Bogota",2022-06-19,2022,25,537,4
"835","Bogota",2022-06-20,2022,25,700,5
"836","Bogota",2022-06-21,2022,25,1846,5
"837","Bogota",2022-06-22,2022,25,1854,5
"838","Bogota",2022-06-23,2022,25,1513,4
"839","Bogota",2022-06-24,2022,25,1553,2
"840","Bogota",2022-06-25,2022,25,1142,6
"841","Bogota",2022-06-26,2022,26,702,6
"842","Bogota",2022-06-27,2022,26,639,2
"843","Bogota",2022-06-28,2022,26,1666,6
"844","Bogota",2022-06-29,2022,26,1658,10
"845","Bogota",2022-06-30,2022,26,1578,9
"846","Bogota",2022-07-01,2022,26,1532,3
"847","Bogota",2022-07-02,2022,26,1105,10
"848","Bogota",2022-07-03,2022,27,725,9
"849","Bogota",2022-07-04,2022,27,679,7
"850","Bogota",2022-07-05,2022,27,1667,5
"851","Bogota",2022-07-06,2022,27,1640,6
"852","Bogota",2022-07-07,2022,27,1649,6
"853","Bogota",2022-07-08,2022,27,1565,8
"854","Bogota",2022-07-09,2022,27,1274,7
"855","Bogota",2022-07-10,2022,28,960,13
"856","Bogota",2022-07-11,2022,28,1564,7
"857","Bogota",2022-07-12,2022,28,1723,6
"858","Bogota",2022-07-13,2022,28,1509,10
"859","Bogota",2022-07-14,2022,28,1588,4
"860","Bogota",2022-07-15,2022,28,1537,3
"861","Bogota",2022-07-16,2022,28,987,6
"862","Bogota",2022-07-17,2022,29,683,6
"863","Bogota",2022-07-18,2022,29,1131,11
"864","Bogota",2022-07-19,2022,29,1116,7
"865","Bogota",2022-07-20,2022,29,552,12
"866","Bogota",2022-07-21,2022,29,892,6
"867","Bogota",2022-07-22,2022,29,823,3
"868","Bogota",2022-07-23,2022,29,639,8
"869","Bogota",2022-07-24,2022,30,385,0
"870","Bogota",2022-07-25,2022,30,734,5
"871","Bogota",2022-07-26,2022,30,648,8
"872","Bogota",2022-07-27,2022,30,758,4
"873","Bogota",2022-07-28,2022,30,699,8
"874","Bogota",2022-07-29,2022,30,642,5
"875","Bogota",2022-07-30,2022,30,468,4
"876","Bogota",2022-07-31,2022,31,270,5
"877","Bogota",2022-08-01,2022,31,576,9
"878","Bogota",2022-08-02,2022,31,555,6
"879","Bogota",2022-08-03,2022,31,444,4
"880","Bogota",2022-08-04,2022,31,439,2
"881","Bogota",2022-08-05,2022,31,403,1
"882","Bogota",2022-08-06,2022,31,323,6
"883","Bogota",2022-08-07,2022,32,195,7
"884","Bogota",2022-08-08,2022,32,365,2
"885","Bogota",2022-08-09,2022,32,384,7
"886","Bogota",2022-08-10,2022,32,334,6
"887","Bogota",2022-08-11,2022,32,289,4
"888","Bogota",2022-08-12,2022,32,256,6
"889","Bogota",2022-08-13,2022,32,171,3
"890","Bogota",2022-08-14,2022,33,128,1
"891","Bogota",2022-08-15,2022,33,155,6
"892","Bogota",2022-08-16,2022,33,261,2
"893","Bogota",2022-08-17,2022,33,248,4
"894","Bogota",2022-08-18,2022,33,228,1
"895","Bogota",2022-08-19,2022,33,182,2
"896","Bogota",2022-08-20,2022,33,131,1
"897","Bogota",2022-08-21,2022,34,70,2
"898","Bogota",2022-08-22,2022,34,163,2
"899","Bogota",2022-08-23,2022,34,158,4
"900","Bogota",2022-08-24,2022,34,161,5
"901","Bogota",2022-08-25,2022,34,136,0
"902","Bogota",2022-08-26,2022,34,119,1
"903","Bogota",2022-08-27,2022,34,71,3
"904","Bogota",2022-08-28,2022,35,32,1
"905","Bogota",2022-08-29,2022,35,109,1
"906","Bogota",2022-08-30,2022,35,89,3
"907","Bogota",2022-08-31,2022,35,82,4
"908","Bogota",2022-09-01,2022,35,73,0
"909","Bogota",2022-09-02,2022,35,68,1
"910","Bogota",2022-09-03,2022,35,38,0
"911","Bogota",2022-09-04,2022,36,40,2
"912","Bogota",2022-09-05,2022,36,69,1
"913","Bogota",2022-09-06,2022,36,68,0
"914","Bogota",2022-09-07,2022,36,75,1
"915","Bogota",2022-09-08,2022,36,57,0
"916","Bogota",2022-09-09,2022,36,100,2
"917","Bogota",2022-09-10,2022,36,53,1
"918","Bogota",2022-09-11,2022,37,27,2
"919","Bogota",2022-09-12,2022,37,60,0
"920","Bogota",2022-09-13,2022,37,46,1
"921","Bogota",2022-09-14,2022,37,42,1
"922","Bogota",2022-09-15,2022,37,43,1
"923","Bogota",2022-09-16,2022,37,42,1
"924","Bogota",2022-09-17,2022,37,46,0
"925","Bogota",2022-09-18,2022,38,15,0
"926","Bogota",2022-09-19,2022,38,58,0
"927","Bogota",2022-09-20,2022,38,64,0
"928","Bogota",2022-09-21,2022,38,54,1
"929","Bogota",2022-09-22,2022,38,28,0
"930","Bogota",2022-09-23,2022,38,29,1
"931","Bogota",2022-09-24,2022,38,28,1
"932","Bogota",2022-09-25,2022,39,19,0
"933","Bogota",2022-09-26,2022,39,33,1
"934","Bogota",2022-09-27,2022,39,32,0
"935","Bogota",2022-09-28,2022,39,22,0
"936","Bogota",2022-09-29,2022,39,27,0
"937","Bogota",2022-09-30,2022,39,32,1
"938","Bogota",2022-10-01,2022,39,13,0
"939","Bogota",2022-10-02,2022,40,17,1
"940","Bogota",2022-10-03,2022,40,32,0
"941","Bogota",2022-10-04,2022,40,25,1
"942","Bogota",2022-10-05,2022,40,19,0
"943","Bogota",2022-10-06,2022,40,28,1
"944","Bogota",2022-10-07,2022,40,27,0
"945","Bogota",2022-10-08,2022,40,23,0
"946","Bogota",2022-10-09,2022,41,16,0
"947","Bogota",2022-10-10,2022,41,17,0
"948","Bogota",2022-10-11,2022,41,26,0
"949","Bogota",2022-10-12,2022,41,30,0
"950","Bogota",2022-10-13,2022,41,19,1
"951","Bogota",2022-10-14,2022,41,27,0
"952","Bogota",2022-10-15,2022,41,14,0
"953","Bogota",2022-10-16,2022,42,14,0
"954","Bogota",2022-10-17,2022,42,11,0
"955","Bogota",2022-10-18,2022,42,29,1
"956","Bogota",2022-10-19,2022,42,20,1
"957","Bogota",2022-10-20,2022,42,33,1
"958","Bogota",2022-10-21,2022,42,34,0
"959","Bogota",2022-10-22,2022,42,24,1
"960","Bogota",2022-10-23,2022,43,14,2
"961","Bogota",2022-10-24,2022,43,32,0
"962","Bogota",2022-10-25,2022,43,38,0
"963","Bogota",2022-10-26,2022,43,29,0
"964","Bogota",2022-10-27,2022,43,26,2
"965","Bogota",2022-10-28,2022,43,26,0
"966","Bogota",2022-10-29,2022,43,25,0
"967","Bogota",2022-10-30,2022,44,15,2
"968","Bogota",2022-10-31,2022,44,35,0
"969","Bogota",2022-11-01,2022,44,42,0
"970","Bogota",2022-11-02,2022,44,46,0
"971","Bogota",2022-11-03,2022,44,46,0
"972","Bogota",2022-11-04,2022,44,48,1
"973","Bogota",2022-11-05,2022,44,34,0
"974","Bogota",2022-11-06,2022,45,15,1
"975","Bogota",2022-11-07,2022,45,42,0
"976","Bogota",2022-11-08,2022,45,70,0
"977","Bogota",2022-11-09,2022,45,74,0
"978","Bogota",2022-11-10,2022,45,69,0
"979","Bogota",2022-11-11,2022,45,74,2
"980","Bogota",2022-11-12,2022,45,59,0
"981","Bogota",2022-11-13,2022,46,39,0
"982","Bogota",2022-11-14,2022,46,68,0
"983","Bogota",2022-11-15,2022,46,127,0
"984","Bogota",2022-11-16,2022,46,116,0
"985","Bogota",2022-11-17,2022,46,156,1
"986","Bogota",2022-11-18,2022,46,112,0
"987","Bogota",2022-11-19,2022,46,102,2
"988","Bogota",2022-11-20,2022,47,82,0
"989","Bogota",2022-11-21,2022,47,204,0
"990","Bogota",2022-11-22,2022,47,165,0
"991","Bogota",2022-11-23,2022,47,213,1
"992","Bogota",2022-11-24,2022,47,271,0
"993","Bogota",2022-11-25,2022,47,213,0
"994","Bogota",2022-11-26,2022,47,169,0
"995","Bogota",2022-11-27,2022,48,116,0
"996","Bogota",2022-11-28,2022,48,281,0
"997","Bogota",2022-11-29,2022,48,356,2
"998","Bogota",2022-11-30,2022,48,386,5
"999","Bogota",2022-12-01,2022,48,389,2
"1000","Bogota",2022-12-02,2022,48,372,0
"1001","Bogota",2022-12-03,2022,48,317,2
"1002","Bogota",2022-12-04,2022,49,223,4
"1003","Bogota",2022-12-05,2022,49,608,4
"1004","Bogota",2022-12-06,2022,49,527,4
"1005","Bogota",2022-12-07,2022,49,511,4
"1006","Bogota",2022-12-08,2022,49,262,5
"1007","Bogota",2022-12-09,2022,49,506,2
"1008","Bogota",2022-12-10,2022,49,395,3
"1009","Bogota",2022-12-11,2022,50,276,2
"1010","Bogota",2022-12-12,2022,50,606,2
"1011","Bogota",2022-12-13,2022,50,611,4
"1012","Bogota",2022-12-14,2022,50,628,2
"1013","Bogota",2022-12-15,2022,50,594,7
"1014","Bogota",2022-12-16,2022,50,417,1
"1015","Bogota",2022-12-17,2022,50,287,3
"1016","Bogota",2022-12-18,2022,51,179,3
"1017","Bogota",2022-12-19,2022,51,622,3
"1018","Bogota",2022-12-20,2022,51,473,4
"1019","Bogota",2022-12-21,2022,51,489,5
"1020","Bogota",2022-12-22,2022,51,521,4
"1021","Bogota",2022-12-23,2022,51,408,4
"1022","Bogota",2022-12-24,2022,51,268,2
"1023","Bogota",2022-12-25,2022,52,115,8
"1024","Bogota",2022-12-26,2022,52,372,2
"1025","Bogota",2022-12-27,2022,52,343,3
"1026","Bogota",2022-12-28,2022,52,349,4
"1027","Bogota",2022-12-29,2022,52,314,8
"1028","Bogota",2022-12-30,2022,52,270,5
"1029","Bogota",2022-12-31,2022,52,146,5
"1030","Bogota",2023-01-01,2023,1,58,3
"1031","Bogota",2023-01-02,2023,1,175,2
"1032","Bogota",2023-01-03,2023,1,205,5
"1033","Bogota",2023-01-04,2023,1,181,5
"1034","Bogota",2023-01-05,2023,1,282,1
"1035","Bogota",2023-01-06,2023,1,139,3
"1036","Bogota",2023-01-07,2023,1,106,3
"1037","Bogota",2023-01-08,2023,2,65,1
"1038","Bogota",2023-01-09,2023,2,79,2
"1039","Bogota",2023-01-10,2023,2,116,2
"1040","Bogota",2023-01-11,2023,2,121,1
"1041","Bogota",2023-01-12,2023,2,158,2
"1042","Bogota",2023-01-13,2023,2,84,6
"1043","Bogota",2023-01-14,2023,2,51,0
"1044","Bogota",2023-01-15,2023,3,34,1
"1045","Bogota",2023-01-16,2023,3,76,1
"1046","Bogota",2023-01-17,2023,3,107,1
"1047","Bogota",2023-01-18,2023,3,93,3
"1048","Bogota",2023-01-19,2023,3,79,1
"1049","Bogota",2023-01-20,2023,3,67,3
"1050","Bogota",2023-01-21,2023,3,41,2
"1051","Bogota",2023-01-22,2023,4,11,2
"1052","Bogota",2023-01-23,2023,4,59,2
"1053","Bogota",2023-01-24,2023,4,57,2
"1054","Bogota",2023-01-25,2023,4,55,3
"1055","Bogota",2023-01-26,2023,4,43,0
"1056","Bogota",2023-01-27,2023,4,42,0
"1057","Bogota",2023-01-28,2023,4,40,1
"1058","Bogota",2023-01-29,2023,5,24,1
"1059","Bogota",2023-01-30,2023,5,46,1
"1060","Bogota",2023-01-31,2023,5,58,0
"1061","Bogota",2023-02-01,2023,5,70,0
"1062","Bogota",2023-02-02,2023,5,44,1
"1063","Bogota",2023-02-03,2023,5,50,0
"1064","Bogota",2023-02-04,2023,5,45,1
"1065","Bogota",2023-02-05,2023,6,28,2
"1066","Bogota",2023-02-06,2023,6,49,1
"1067","Bogota",2023-02-07,2023,6,40,1
"1068","Bogota",2023-02-08,2023,6,63,0
"1069","Bogota",2023-02-09,2023,6,55,0
"1070","Bogota",2023-02-10,2023,6,40,0
"1071","Bogota",2023-02-11,2023,6,47,0
"1072","Bogota",2023-02-12,2023,7,20,1
"1073","Bogota",2023-02-13,2023,7,57,0
"1074","Bogota",2023-02-14,2023,7,64,0
"1075","Bogota",2023-02-15,2023,7,48,0
"1076","Bogota",2023-02-16,2023,7,58,0
"1077","Bogota",2023-02-17,2023,7,53,0
"1078","Bogota",2023-02-18,2023,7,32,0
"1079","Bogota",2023-02-19,2023,8,32,0
"1080","Bogota",2023-02-20,2023,8,57,0
"1081","Bogota",2023-02-21,2023,8,54,2
"1082","Bogota",2023-02-22,2023,8,71,1
"1083","Bogota",2023-02-23,2023,8,60,0
"1084","Bogota",2023-02-24,2023,8,66,0
"1085","Bogota",2023-02-25,2023,8,60,1
"1086","Bogota",2023-02-26,2023,9,34,1
"1087","Bogota",2023-02-27,2023,9,79,0
"1088","Bogota",2023-02-28,2023,9,71,1
"1089","Bogota",2023-03-01,2023,9,101,0
"1090","Bogota",2023-03-02,2023,9,96,1
"1091","Bogota",2023-03-03,2023,9,100,0
"1092","Bogota",2023-03-04,2023,9,87,1
"1093","Bogota",2023-03-05,2023,10,76,2
"1094","Bogota",2023-03-06,2023,10,101,0
"1095","Bogota",2023-03-07,2023,10,72,0
"1096","Bogota",2023-03-08,2023,10,47,1
"1097","Bogota",2023-03-09,2023,10,39,1
"1098","Bogota",2023-03-10,2023,10,36,5
"1099","Bogota",2023-03-11,2023,10,8,1
"1100","Bogota",2023-03-12,2023,11,1,1
"1101","Bogota",2023-03-13,2023,11,10,0
"1102","Bogota",2023-03-14,2023,11,7,1
"1103","Bogota",2023-03-15,2023,11,12,0
"1104","Bogota",2023-03-16,2023,11,25,0
"1105","Bogota",2023-03-17,2023,11,15,0
"1106","Bogota",2023-03-18,2023,11,21,1
"1107","Bogota",2023-03-19,2023,12,23,1
"1108","Bogota",2023-03-20,2023,12,22,2
"1109","Bogota",2023-03-21,2023,12,61,0
"1110","Bogota",2023-03-22,2023,12,45,0
"1111","Bogota",2023-03-23,2023,12,44,1
"1112","Bogota",2023-03-24,2023,12,57,0
"1113","Bogota",2023-03-25,2023,12,37,0
"1114","Bogota",2023-03-26,2023,13,27,1
"1115","Bogota",2023-03-27,2023,13,55,0
"1116","Bogota",2023-03-28,2023,13,51,0
"1117","Bogota",2023-03-29,2023,13,44,0
"1118","Bogota",2023-03-30,2023,13,38,0
"1119","Bogota",2023-03-31,2023,13,25,1
"1120","Bogota",2023-04-01,2023,13,20,0
"1121","Bogota",2023-04-02,2023,14,16,0
"1122","Bogota",2023-04-03,2023,14,54,0
"1123","Bogota",2023-04-04,2023,14,38,0
"1124","Bogota",2023-04-05,2023,14,32,0
"1125","Bogota",2023-04-06,2023,14,20,0
"1126","Bogota",2023-04-07,2023,14,22,0
"1127","Bogota",2023-04-08,2023,14,27,0
"1128","Bogota",2023-04-09,2023,15,31,0
"1129","Bogota",2023-04-10,2023,15,47,0
"1130","Bogota",2023-04-11,2023,15,44,2
"1131","Bogota",2023-04-12,2023,15,44,0
"1132","Bogota",2023-04-13,2023,15,40,0
"1133","Bogota",2023-04-14,2023,15,38,0
"1134","Bogota",2023-04-15,2023,15,18,0
"1135","Bogota",2023-04-16,2023,16,28,0
"1136","Bogota",2023-04-17,2023,16,27,0
"1137","Bogota",2023-04-18,2023,16,30,1
"1138","Bogota",2023-04-19,2023,16,36,0
"1139","Bogota",2023-04-20,2023,16,43,0
"1140","Bogota",2023-04-21,2023,16,44,0
"1141","Bogota",2023-04-22,2023,16,23,0
"1142","Bogota",2023-04-23,2023,17,27,2
"1143","Bogota",2023-04-24,2023,17,46,0
"1144","Bogota",2023-04-25,2023,17,39,1
"1145","Bogota",2023-04-26,2023,17,43,1
"1146","Bogota",2023-04-27,2023,17,46,1
"1147","Bogota",2023-04-28,2023,17,51,1
"1148","Bogota",2023-04-29,2023,17,31,0
"1149","Bogota",2023-04-30,2023,18,15,0
"1150","Bogota",2023-05-01,2023,18,27,0
"1151","Bogota",2023-05-02,2023,18,74,0
"1152","Bogota",2023-05-03,2023,18,44,0
"1153","Bogota",2023-05-04,2023,18,70,0
"1154","Bogota",2023-05-05,2023,18,44,0
"1155","Bogota",2023-05-06,2023,18,70,1
"1156","Bogota",2023-05-07,2023,19,40,0
"1157","Bogota",2023-05-08,2023,19,81,1
"1158","Bogota",2023-05-09,2023,19,45,0
"1159","Bogota",2023-05-10,2023,19,75,0
"1160","Bogota",2023-05-11,2023,19,70,1
"1161","Bogota",2023-05-12,2023,19,70,1
"1162","Bogota",2023-05-13,2023,19,32,1
"1163","Bogota",2023-05-14,2023,20,44,0
"1164","Bogota",2023-05-15,2023,20,69,0
"1165","Bogota",2023-05-16,2023,20,81,0
"1166","Bogota",2023-05-17,2023,20,70,0
"1167","Bogota",2023-05-18,2023,20,64,0
"1168","Bogota",2023-05-19,2023,20,52,1
"1169","Bogota",2023-05-20,2023,20,41,0
"1170","Bogota",2023-05-21,2023,21,38,0
"1171","Bogota",2023-05-22,2023,21,32,0
"1172","Bogota",2023-05-23,2023,21,32,1
"1173","Bogota",2023-05-24,2023,21,20,2
"1174","Bogota",2023-05-25,2023,21,21,1
"1175","Bogota",2023-05-26,2023,21,16,0
"1176","Bogota",2023-05-27,2023,21,29,3
"1177","Bogota",2023-05-28,2023,22,35,1
"1178","Bogota",2023-05-29,2023,22,147,0
"1179","Bogota",2023-05-30,2023,22,98,0
"1180","Bogota",2023-05-31,2023,22,79,1
"1181","Bogota",2023-06-01,2023,22,77,2
"1182","Bogota",2023-06-02,2023,22,68,1
"1183","Bogota",2023-06-03,2023,22,39,1
"1184","Bogota",2023-06-04,2023,23,20,1
"1185","Bogota",2023-06-05,2023,23,82,1
"1186","Bogota",2023-06-06,2023,23,73,1
"1187","Bogota",2023-06-07,2023,23,73,1
"1188","Bogota",2023-06-08,2023,23,84,2
"1189","Bogota",2023-06-09,2023,23,47,1
"1190","Bogota",2023-06-10,2023,23,65,0
"1191","Bogota",2023-06-11,2023,24,29,2
"1192","Bogota",2023-06-12,2023,24,21,0
"1193","Bogota",2023-06-13,2023,24,117,0
"1194","Bogota",2023-06-14,2023,24,86,0
"1195","Bogota",2023-06-15,2023,24,71,2
"1196","Bogota",2023-06-16,2023,24,68,0
"1197","Bogota",2023-06-17,2023,24,58,0
"1198","Bogota",2023-06-18,2023,25,27,1
"1199","Bogota",2023-06-19,2023,25,23,1
"1200","Bogota",2023-06-20,2023,25,61,4
"1201","Bogota",2023-06-21,2023,25,62,1
"1202","Bogota",2023-06-22,2023,25,75,0
"1203","Bogota",2023-06-23,2023,25,52,0
"1204","Bogota",2023-06-24,2023,25,61,1
"1205","Bogota",2023-06-25,2023,26,32,0
"1206","Bogota",2023-06-26,2023,26,69,0
"1207","Bogota",2023-06-27,2023,26,43,1
"1208","Bogota",2023-06-28,2023,26,66,1
"1209","Bogota",2023-06-29,2023,26,65,0
"1210","Bogota",2023-06-30,2023,26,49,2
"1211","Bogota",2023-07-01,2023,26,29,1
"1212","Bogota",2023-07-02,2023,27,29,0
"1213","Bogota",2023-07-03,2023,27,31,3
"1214","Bogota",2023-07-04,2023,27,60,1
"1215","Bogota",2023-07-05,2023,27,48,0
"1216","Bogota",2023-07-06,2023,27,74,1
"1217","Bogota",2023-07-07,2023,27,46,0
"1218","Bogota",2023-07-08,2023,27,36,0
"1219","Bogota",2023-07-09,2023,28,27,2
"1220","Bogota",2023-07-10,2023,28,64,1
"1221","Bogota",2023-07-11,2023,28,65,0
"1222","Bogota",2023-07-12,2023,28,61,0
"1223","Bogota",2023-07-13,2023,28,64,0
"1224","Bogota",2023-07-14,2023,28,44,1
"1225","Bogota",2023-07-15,2023,28,42,0
"1226","Bogota",2023-07-16,2023,29,30,2
"1227","Bogota",2023-07-17,2023,29,67,3
"1228","Bogota",2023-07-18,2023,29,50,1
"1229","Bogota",2023-07-19,2023,29,79,0
"1230","Bogota",2023-07-20,2023,29,40,0
"1231","Bogota",2023-07-21,2023,29,54,0
"1232","Bogota",2023-07-22,2023,29,21,0
"1233","Bogota",2023-07-23,2023,30,22,0
"1234","Bogota",2023-07-24,2023,30,62,0
"1235","Bogota",2023-07-25,2023,30,58,0
"1236","Bogota",2023-07-26,2023,30,57,1
"1237","Bogota",2023-07-27,2023,30,34,1
"1238","Bogota",2023-07-28,2023,30,66,1
"1239","Bogota",2023-07-29,2023,30,34,0
"1240","Bogota",2023-07-30,2023,31,22,0
"1241","Bogota",2023-07-31,2023,31,68,0
"1242","Bogota",2023-08-01,2023,31,69,2
"1243","Bogota",2023-08-02,2023,31,70,0
"1244","Bogota",2023-08-03,2023,31,67,0
"1245","Bogota",2023-08-04,2023,31,52,0
"1246","Bogota",2023-08-05,2023,31,30,1
"1247","Bogota",2023-08-06,2023,32,35,1
"1248","Bogota",2023-08-07,2023,32,22,0
"1249","Bogota",2023-08-08,2023,32,72,1
"1250","Bogota",2023-08-09,2023,32,57,0
"1251","Bogota",2023-08-10,2023,32,54,0
"1252","Bogota",2023-08-11,2023,32,77,0
"1253","Bogota",2023-08-12,2023,32,44,0
"1254","Bogota",2023-08-13,2023,33,15,0
"1255","Bogota",2023-08-14,2023,33,81,0
"1256","Bogota",2023-08-15,2023,33,52,2
"1257","Bogota",2023-08-16,2023,33,55,0
"1258","Bogota",2023-08-17,2023,33,46,0
"1259","Bogota",2023-08-18,2023,33,38,0
"1260","Bogota",2023-08-19,2023,33,22,0
"1261","Bogota",2023-08-20,2023,34,16,0
"1262","Bogota",2023-08-21,2023,34,32,0
"1263","Bogota",2023-08-22,2023,34,66,0
"1264","Bogota",2023-08-23,2023,34,50,1
"1265","Bogota",2023-08-24,2023,34,41,0
"1266","Bogota",2023-08-25,2023,34,37,0
"1267","Bogota",2023-08-26,2023,34,19,0
"1268","Bogota",2023-08-27,2023,35,31,0
"1269","Bogota",2023-08-28,2023,35,42,0
"1270","Bogota",2023-08-29,2023,35,51,0
"1271","Bogota",2023-08-30,2023,35,45,0
"1272","Bogota",2023-08-31,2023,35,34,0
"1273","Bogota",2023-09-01,2023,35,29,0
"1274","Bogota",2023-09-02,2023,35,24,0
"1275","Bogota",2023-09-03,2023,36,15,0
"1276","Bogota",2023-09-04,2023,36,45,0
"1277","Bogota",2023-09-05,2023,36,40,0
"1278","Bogota",2023-09-06,2023,36,55,0
"1279","Bogota",2023-09-07,2023,36,26,0
"1280","Bogota",2023-09-08,2023,36,28,1
"1281","Bogota",2023-09-09,2023,36,20,1
"1282","Bogota",2023-09-10,2023,37,17,0
"1283","Bogota",2023-09-11,2023,37,30,0
"1284","Bogota",2023-09-12,2023,37,32,0
"1285","Bogota",2023-09-13,2023,37,26,0
"1286","Bogota",2023-09-14,2023,37,32,0
