"","region","date","year","epi_week","cases","deaths"
"1287","Bogota",2023-09-15,2023,37,18,0
"1288","Bogota",2023-09-16,2023,37,14,0
"1289","Bogota",2023-09-17,2023,38,10,0
"1290","Bogota",2023-09-18,2023,38,19,0
"1291","Bogota",2023-09-19,2023,38,30,0
"1292","Bogota",2023-09-20,2023,38,28,0
"1293","Bogota",2023-09-21,2023,38,19,0
"1294","Bogota",2023-09-22,2023,38,22,0
"1295","Bogota",2023-09-23,2023,38,18,0
"1296","Bogota",2023-09-24,2023,39,9,0
"1297","Bogota",2023-09-25,2023,39,12,0
"1298","Bogota",2023-09-26,2023,39,21,0
"1299","Bogota",2023-09-27,2023,39,22,0
"1300","Bogota",2023-09-28,2023,39,15,0
"1301","Bogota",2023-09-29,2023,39,14,0
"1302","Bogota",2023-09-30,2023,39,11,0
"1303","Bogota",2023-10-01,2023,40,4,0
"1304","Medellin",2020-03-07,2020,10,1,0
"1305","Medellin",2020-03-09,2020,11,2,0
"1306","Medellin",2020-03-11,2020,11,3,0
"1307","Medellin",2020-03-12,2020,11,1,0
"1308","Medellin",2020-03-15,2020,12,1,0
"1309","Medellin",2020-03-16,2020,12,2,0
"1310","Medellin",2020-03-17,2020,12,4,0
"1311","Medellin",2020-03-18,2020,12,4,0
"1312","Medellin",2020-03-19,2020,12,12,0
"1313","Medellin",2020-03-20,2020,12,8,0
"1314","Medellin",2020-03-21,2020,12,3,0
"1315","Medellin",2020-03-23,2020,13,3,0
"1316","Medellin",2020-03-24,2020,13,8,0
"1317","Medellin",2020-03-25,2020,13,6,0
"1318","Medellin",2020-03-26,2020,13,10,0
"1319","Medellin",2020-03-27,2020,13,10,0
"1320","Medellin",2020-03-28,2020,13,16,0
"1321","Medellin",2020-03-29,2020,14,4,0
"1322","Medellin",2020-03-30,2020,14,10,0
"1323","Medellin",2020-03-31,2020,14,4,0
"1324","Medellin",2020-04-01,2020,14,6,0
"1325","Medellin",2020-04-02,2020,14,8,0
"1326","Medellin",2020-04-03,2020,14,13,1
"1327","Medellin",2020-04-04,2020,14,3,0
"1328","Medellin",2020-04-05,2020,15,6,0
"1329","Medellin",2020-04-06,2020,15,1,0
"1330","Medellin",2020-04-07,2020,15,7,0
"1331","Medellin",2020-04-08,2020,15,4,0
"1332","Medellin",2020-04-09,2020,15,5,0
"1333","Medellin",2020-04-10,2020,15,6,0
"1334","Medellin",2020-04-11,2020,15,9,0
"1335","Medellin",2020-04-12,2020,16,4,0
"1336","Medellin",2020-04-13,2020,16,5,0
"1337","Medellin",2020-04-14,2020,16,21,0
"1338","Medellin",2020-04-15,2020,16,11,0
"1339","Medellin",2020-04-16,2020,16,9,0
"1340","Medellin",2020-04-18,2020,16,6,1
"1341","Medellin",2020-04-19,2020,17,5,0
"1342","Medellin",2020-04-20,2020,17,9,0
"1343","Medellin",2020-04-21,2020,17,3,0
"1344","Medellin",2020-04-22,2020,17,8,0
"1345","Medellin",2020-04-23,2020,17,6,0
"1346","Medellin",2020-04-24,2020,17,9,0
"1347","Medellin",2020-04-25,2020,17,2,0
"1348","Medellin",2020-04-26,2020,18,2,0
"1349","Medellin",2020-04-27,2020,18,9,1
"1350","Medellin",2020-04-28,2020,18,1,0
"1351","Medellin",2020-04-29,2020,18,3,0
"1352","Medellin",2020-04-30,2020,18,2,0
"1353","Medellin",2020-05-01,2020,18,3,0
"1354","Medellin",2020-05-02,2020,18,4,0
"1355","Medellin",2020-05-03,2020,19,5,0
"1356","Medellin",2020-05-04,2020,19,2,0
"1357","Medellin",2020-05-05,2020,19,2,0
"1358","Medellin",2020-05-06,2020,19,3,0
"1359","Medellin",2020-05-07,2020,19,6,0
"1360","Medellin",2020-05-08,2020,19,3,0
"1361","Medellin",2020-05-09,2020,19,4,0
"1362","Medellin",2020-05-10,2020,20,7,0
"1363","Medellin",2020-05-11,2020,20,11,0
"1364","Medellin",2020-05-12,2020,20,10,0
"1365","Medellin",2020-05-13,2020,20,6,0
"1366","Medellin",2020-05-14,2020,20,9,0
"1367","Medellin",2020-05-15,2020,20,11,0
"1368","Medellin",2020-05-16,2020,20,8,0
"1369","Medellin",2020-05-17,2020,21,11,0
"1370","Medellin",2020-05-18,2020,21,8,0
"1371","Medellin",2020-05-19,2020,21,20,0
"1372","Medellin",2020-05-20,2020,21,8,0
"1373","Medellin",2020-05-21,2020,21,31,0
"1374","Medellin",2020-05-22,2020,21,17,0
"1375","Medellin",2020-05-23,2020,21,11,0
"1376","Medellin",2020-05-24,2020,22,8,0
"1377","Medellin",2020-05-25,2020,22,14,0
"1378","Medellin",2020-05-26,2020,22,19,0
"1379","Medellin",2020-05-27,2020,22,26,0
"1380","Medellin",2020-05-28,2020,22,30,0
"1381","Medellin",2020-05-29,2020,22,8,0
"1382","Medellin",2020-05-30,2020,22,12,0
"1383","Medellin",2020-05-31,2020,23,10,0
"1384","Medellin",2020-06-01,2020,23,23,0
"1385","Medellin",2020-06-02,2020,23,20,0
"1386","Medellin",2020-06-03,2020,23,38,0
"1387","Medellin",2020-06-04,2020,23,24,0
"1388","Medellin",2020-06-05,2020,23,36,1
"1389","Medellin",2020-06-06,2020,23,25,0
"1390","Medellin",2020-06-07,2020,24,56,0
"1391","Medellin",2020-06-08,2020,24,55,0
"1392","Medellin",2020-06-09,2020,24,39,0
"1393","Medellin",2020-06-10,2020,24,49,0
"1394","Medellin",2020-06-11,2020,24,53,0
"1395","Medellin",2020-06-12,2020,24,42,0
"1396","Medellin",2020-06-13,2020,24,33,0
"1397","Medellin",2020-06-14,2020,25,36,1
"1398","Medellin",2020-06-15,2020,25,55,1
"1399","Medellin",2020-06-16,2020,25,121,0
"1400","Medellin",2020-06-17,2020,25,152,1
"1401","Medellin",2020-06-18,2020,25,84,0
"1402","Medellin",2020-06-19,2020,25,84,0
"1403","Medellin",2020-06-20,2020,25,70,1
"1404","Medellin",2020-06-21,2020,26,43,2
"1405","Medellin",2020-06-22,2020,26,110,1
"1406","Medellin",2020-06-23,2020,26,145,0
"1407","Medellin",2020-06-24,2020,26,167,5
"1408","Medellin",2020-06-25,2020,26,238,1
"1409","Medellin",2020-06-26,2020,26,188,0
"1410","Medellin",2020-06-27,2020,26,142,0
"1411","Medellin",2020-06-28,2020,27,130,0
"1412","Medellin",2020-06-29,2020,27,129,1
"1413","Medellin",2020-06-30,2020,27,319,2
"1414","Medellin",2020-07-01,2020,27,249,3
"1415","Medellin",2020-07-02,2020,27,360,5
"1416","Medellin",2020-07-03,2020,27,450,4
"1417","Medellin",2020-07-04,2020,27,372,2
"1418","Medellin",2020-07-05,2020,28,425,1
"1419","Medellin",2020-07-06,2020,28,548,7
"1420","Medellin",2020-07-07,2020,28,630,1
"1421","Medellin",2020-07-08,2020,28,700,1
"1422","Medellin",2020-07-09,2020,28,777,10
"1423","Medellin",2020-07-10,2020,28,988,6
"1424","Medellin",2020-07-11,2020,28,836,11
"1425","Medellin",2020-07-12,2020,29,550,10
"1426","Medellin",2020-07-13,2020,29,994,16
"1427","Medellin",2020-07-14,2020,29,1002,11
"1428","Medellin",2020-07-15,2020,29,872,7
"1429","Medellin",2020-07-16,2020,29,868,11
"1430","Medellin",2020-07-17,2020,29,931,11
"1431","Medellin",2020-07-18,2020,29,976,8
"1432","Medellin",2020-07-19,2020,30,608,17
"1433","Medellin",2020-07-20,2020,30,1040,9
"1434","Medellin",2020-07-21,2020,30,1062,21
"1435","Medellin",2020-07-22,2020,30,873,17
"1436","Medellin",2020-07-23,2020,30,978,16
"1437","Medellin",2020-07-24,2020,30,948,12
"1438","Medellin",2020-07-25,2020,30,1059,11
"1439","Medellin",2020-07-26,2020,31,893,19
"1440","Medellin",2020-07-27,2020,31,1245,11
"1441","Medellin",2020-07-28,2020,31,1321,28
"1442","Medellin",2020-07-29,2020,31,1011,22
"1443","Medellin",2020-07-30,2020,31,810,20
"1444","Medellin",2020-07-31,2020,31,861,18
"1445","Medellin",2020-08-01,2020,31,896,27
"1446","Medellin",2020-08-02,2020,32,606,19
"1447","Medellin",2020-08-03,2020,32,844,19
"1448","Medellin",2020-08-04,2020,32,840,20
"1449","Medellin",2020-08-05,2020,32,854,14
"1450","Medellin",2020-08-06,2020,32,738,25
"1451","Medellin",2020-08-07,2020,32,691,20
"1452","Medellin",2020-08-08,2020,32,959,23
"1453","Medellin",2020-08-09,2020,33,683,27
"1454","Medellin",2020-08-10,2020,33,1013,17
"1455","Medellin",2020-08-11,2020,33,677,18
"1456","Medellin",2020-08-12,2020,33,841,22
"1457","Medellin",2020-08-13,2020,33,939,16
"1458","Medellin",2020-08-14,2020,33,795,20
"1459","Medellin",2020-08-15,2020,33,780,36
"1460","Medellin",2020-08-16,2020,34,744,19
"1461","Medellin",2020-08-17,2020,34,758,18
"1462","Medellin",2020-08-18,2020,34,1018,21
"1463","Medellin",2020-08-19,2020,34,843,18
"1464","Medellin",2020-08-20,2020,34,901,16
"1465","Medellin",2020-08-21,2020,34,721,23
"1466","Medellin",2020-08-22,2020,34,739,12
"1467","Medellin",2020-08-23,2020,35,782,23
"1468","Medellin",2020-08-24,2020,35,1101,18
"1469","Medellin",2020-08-25,2020,35,836,28
"1470","Medellin",2020-08-26,2020,35,540,11
"1471","Medellin",2020-08-27,2020,35,511,24
"1472","Medellin",2020-08-28,2020,35,606,21
"1473","Medellin",2020-08-29,2020,35,642,17
"1474","Medellin",2020-08-30,2020,36,613,15
"1475","Medellin",2020-08-31,2020,36,851,20
"1476","Medellin",2020-09-01,2020,36,715,14
"1477","Medellin",2020-09-02,2020,36,649,15
"1478","Medellin",2020-09-03,2020,36,727,14
"1479","Medellin",2020-09-04,2020,36,996,15
"1480","Medellin",2020-09-05,2020,36,719,12
"1481","Medellin",2020-09-06,2020,37,740,16
"1482","Medellin",2020-09-07,2020,37,845,12
"1483","Medellin",2020-09-08,2020,37,683,7
"1484","Medellin",2020-09-09,2020,37,659,17
"1485","Medellin",2020-09-10,2020,37,759,9
"1486","Medellin",2020-09-11,2020,37,732,11
"1487","Medellin",2020-09-12,2020,37,685,13
"1488","Medellin",2020-09-13,2020,38,638,15
"1489","Medellin",2020-09-14,2020,38,766,8
"1490","Medellin",2020-09-15,2020,38,601,11
"1491","Medellin",2020-09-16,2020,38,428,14
"1492","Medellin",2020-09-17,2020,38,507,8
"1493","Medellin",2020-09-18,2020,38,567,16
"1494","Medellin",2020-09-19,2020,38,693,8
"1495","Medellin",2020-09-20,2020,39,423,10
"1496","Medellin",2020-09-21,2020,39,763,12
"1497","Medellin",2020-09-22,2020,39,751,10
"1498","Medellin",2020-09-23,2020,39,652,12
"1499","Medellin",2020-09-24,2020,39,777,8
"1500","Medellin",2020-09-25,2020,39,672,10
"1501","Medellin",2020-09-26,2020,39,874,10
"1502","Medellin",2020-09-27,2020,40,1022,20
"1503","Medellin",2020-09-28,2020,40,1412,11
"1504","Medellin",2020-09-29,2020,40,770,12
"1505","Medellin",2020-09-30,2020,40,981,11
"1506","Medellin",2020-10-01,2020,40,927,15
"1507","Medellin",2020-10-02,2020,40,1191,15
"1508","Medellin",2020-10-03,2020,40,949,6
"1509","Medellin",2020-10-04,2020,41,980,20
"1510","Medellin",2020-10-05,2020,41,1435,14
"1511","Medellin",2020-10-06,2020,41,992,12
"1512","Medellin",2020-10-07,2020,41,845,15
"1513","Medellin",2020-10-08,2020,41,889,8
"1514","Medellin",2020-10-09,2020,41,1072,10
"1515","Medellin",2020-10-10,2020,41,887,18
"1516","Medellin",2020-10-11,2020,42,850,17
"1517","Medellin",2020-10-12,2020,42,862,9
"1518","Medellin",2020-10-13,2020,42,904,12
"1519","Medellin",2020-10-14,2020,42,1085,13
"1520","Medellin",2020-10-15,2020,42,929,11
"1521","Medellin",2020-10-16,2020,42,1129,11
"1522","Medellin",2020-10-17,2020,42,1209,11
"1523","Medellin",2020-10-18,2020,43,694,10
"1524","Medellin",2020-10-19,2020,43,1576,16
"1525","Medellin",2020-10-20,2020,43,1293,19
"1526","Medellin",2020-10-21,2020,43,1196,13
"1527","Medellin",2020-10-22,2020,43,1398,16
"1528","Medellin",2020-10-23,2020,43,1675,19
"1529","Medellin",2020-10-24,2020,43,1017,14
"1530","Medellin",2020-10-25,2020,44,1203,18
"1531","Medellin",2020-10-26,2020,44,1120,17
"1532","Medellin",2020-10-27,2020,44,1004,17
"1533","Medellin",2020-10-28,2020,44,808,15
"1534","Medellin",2020-10-29,2020,44,913,29
"1535","Medellin",2020-10-30,2020,44,1029,15
"1536","Medellin",2020-10-31,2020,44,646,13
"1537","Medellin",2020-11-01,2020,45,668,14
"1538","Medellin",2020-11-02,2020,45,614,9
"1539","Medellin",2020-11-03,2020,45,709,21
"1540","Medellin",2020-11-04,2020,45,651,23
"1541","Medellin",2020-11-05,2020,45,602,19
"1542","Medellin",2020-11-06,2020,45,602,20
"1543","Medellin",2020-11-07,2020,45,538,20
"1544","Medellin",2020-11-08,2020,46,605,14
"1545","Medellin",2020-11-09,2020,46,943,13
"1546","Medellin",2020-11-10,2020,46,709,14
"1547","Medellin",2020-11-11,2020,46,592,19
"1548","Medellin",2020-11-12,2020,46,868,16
"1549","Medellin",2020-11-13,2020,46,706,17
"1550","Medellin",2020-11-14,2020,46,583,14
"1551","Medellin",2020-11-15,2020,47,472,15
"1552","Medellin",2020-11-16,2020,47,423,15
"1553","Medellin",2020-11-17,2020,47,761,17
"1554","Medellin",2020-11-18,2020,47,633,9
"1555","Medellin",2020-11-19,2020,47,593,23
"1556","Medellin",2020-11-20,2020,47,514,13
"1557","Medellin",2020-11-21,2020,47,408,13
"1558","Medellin",2020-11-22,2020,48,312,10
"1559","Medellin",2020-11-23,2020,48,478,11
"1560","Medellin",2020-11-24,2020,48,423,17
"1561","Medellin",2020-11-25,2020,48,556,15
"1562","Medellin",2020-11-26,2020,48,451,16
"1563","Medellin",2020-11-27,2020,48,540,16
"1564","Medellin",2020-11-28,2020,48,547,18
"1565","Medellin",2020-11-29,2020,49,417,15
"1566","Medellin",2020-11-30,2020,49,776,13
"1567","Medellin",2020-12-01,2020,49,753,7
"1568","Medellin",2020-12-02,2020,49,822,10
"1569","Medellin",2020-12-03,2020,49,744,6
"1570","Medellin",2020-12-04,2020,49,764,10
"1571","Medellin",2020-12-05,2020,49,643,11
"1572","Medellin",2020-12-06,2020,50,324,15
"1573","Medellin",2020-12-07,2020,50,924,13
"1574","Medellin",2020-12-08,2020,50,311,15
"1575","Medellin",2020-12-09,2020,50,959,9
"1576","Medellin",2020-12-10,2020,50,1081,10
"1577","Medellin",2020-12-11,2020,50,948,14
"1578","Medellin",2020-12-12,2020,50,761,7
"1579","Medellin",2020-12-13,2020,51,417,14
"1580","Medellin",2020-12-14,2020,51,1126,11
"1581","Medellin",2020-12-15,2020,51,1072,15
"1582","Medellin",2020-12-16,2020,51,1020,13
"1583","Medellin",2020-12-17,2020,51,1206,12
"1584","Medellin",2020-12-18,2020,51,900,9
"1585","Medellin",2020-12-19,2020,51,936,12
"1586","Medellin",2020-12-20,2020,52,837,10
"1587","Medellin",2020-12-21,2020,52,1335,13
"1588","Medellin",2020-12-22,2020,52,1216,15
"1589","Medellin",2020-12-23,2020,52,1257,17
"1590","Medellin",2020-12-24,2020,52,892,18
"1591","Medellin",2020-12-25,2020,52,232,20
"1592","Medellin",2020-12-26,2020,52,1067,10
"1593","Medellin",2020-12-27,2020,53,590,10
"1594","Medellin",2020-12-28,2020,53,1580,10
"1595","Medellin",2020-12-29,2020,53,1607,24
"1596","Medellin",2020-12-30,2020,53,1361,13
"1597","Medellin",2020-12-31,2020,53,932,20
"1598","Medellin",2021-01-01,2021,53,301,13
"1599","Medellin",2021-01-02,2021,53,1023,19
"1600","Medellin",2021-01-03,2021,1,788,17
"1601","Medellin",2021-01-04,2021,1,2034,17
"1602","Medellin",2021-01-05,2021,1,1972,17
"1603","Medellin",2021-01-06,2021,1,2042,14
"1604","Medellin",2021-01-07,2021,1,2102,14
"1605","Medellin",2021-01-08,2021,1,1518,17
"1606","Medellin",2021-01-09,2021,1,1086,21
"1607","Medellin",2021-01-10,2021,2,816,14
"1608","Medellin",2021-01-11,2021,2,855,20
"1609","Medellin",2021-01-12,2021,2,1677,14
"1610","Medellin",2021-01-13,2021,2,1784,23
"1611","Medellin",2021-01-14,2021,2,1290,13
"1612","Medellin",2021-01-15,2021,2,1031,25
"1613","Medellin",2021-01-16,2021,2,998,24
"1614","Medellin",2021-01-17,2021,3,316,27
"1615","Medellin",2021-01-18,2021,3,831,22
"1616","Medellin",2021-01-19,2021,3,898,21
"1617","Medellin",2021-01-20,2021,3,2078,21
"1618","Medellin",2021-01-21,2021,3,850,22
"1619","Medellin",2021-01-22,2021,3,857,20
"1620","Medellin",2021-01-23,2021,3,540,13
"1621","Medellin",2021-01-24,2021,4,359,21
"1622","Medellin",2021-01-25,2021,4,787,24
"1623","Medellin",2021-01-26,2021,4,764,28
"1624","Medellin",2021-01-27,2021,4,709,19
"1625","Medellin",2021-01-28,2021,4,525,21
"1626","Medellin",2021-01-29,2021,4,501,17
"1627","Medellin",2021-01-30,2021,4,390,22
"1628","Medellin",2021-01-31,2021,5,249,24
"1629","Medellin",2021-02-01,2021,5,566,19
"1630","Medellin",2021-02-02,2021,5,404,13
"1631","Medellin",2021-02-03,2021,5,402,18
"1632","Medellin",2021-02-04,2021,5,397,13
"1633","Medellin",2021-02-05,2021,5,419,15
"1634","Medellin",2021-02-06,2021,5,319,12
"1635","Medellin",2021-02-07,2021,6,193,12
"1636","Medellin",2021-02-08,2021,6,402,6
"1637","Medellin",2021-02-09,2021,6,370,11
"1638","Medellin",2021-02-10,2021,6,370,15
"1639","Medellin",2021-02-11,2021,6,354,9
"1640","Medellin",2021-02-12,2021,6,325,13
"1641","Medellin",2021-02-13,2021,6,240,9
"1642","Medellin",2021-02-14,2021,7,164,5
"1643","Medellin",2021-02-15,2021,7,313,5
"1644","Medellin",2021-02-16,2021,7,345,8
"1645","Medellin",2021-02-17,2021,7,276,3
"1646","Medellin",2021-02-18,2021,7,292,15
"1647","Medellin",2021-02-19,2021,7,330,5
"1648","Medellin",2021-02-20,2021,7,234,6
"1649","Medellin",2021-02-21,2021,8,142,13
"1650","Medellin",2021-02-22,2021,8,329,12
"1651","Medellin",2021-02-23,2021,8,298,7
"1652","Medellin",2021-02-24,2021,8,262,14
"1653","Medellin",2021-02-25,2021,8,241,8
"1654","Medellin",2021-02-26,2021,8,234,10
"1655","Medellin",2021-02-27,2021,8,225,10
"1656","Medellin",2021-02-28,2021,9,133,8
"1657","Medellin",2021-03-01,2021,9,340,11
"1658","Medellin",2021-03-02,2021,9,319,3
"1659","Medellin",2021-03-03,2021,9,330,6
"1660","Medellin",2021-03-04,2021,9,337,5
"1661","Medellin",2021-03-05,2021,9,336,9
"1662","Medellin",2021-03-06,2021,9,271,9
"1663","Medellin",2021-03-07,2021,10,176,7
"1664","Medellin",2021-03-08,2021,10,487,5
"1665","Medellin",2021-03-09,2021,10,390,3
"1666","Medellin",2021-03-10,2021,10,456,3
"1667","Medellin",2021-03-11,2021,10,470,3
"1668","Medellin",2021-03-12,2021,10,452,7
"1669","Medellin",2021-03-13,2021,10,447,4
"1670","Medellin",2021-03-14,2021,11,265,5
"1671","Medellin",2021-03-15,2021,11,734,6
"1672","Medellin",2021-03-16,2021,11,722,4
"1673","Medellin",2021-03-17,2021,11,765,3
"1674","Medellin",2021-03-18,2021,11,710,10
"1675","Medellin",2021-03-19,2021,11,820,7
"1676","Medellin",2021-03-20,2021,11,668,9
"1677","Medellin",2021-03-21,2021,12,552,15
"1678","Medellin",2021-03-22,2021,12,492,12
"1679","Medellin",2021-03-23,2021,12,1258,11
"1680","Medellin",2021-03-24,2021,12,1305,8
"1681","Medellin",2021-03-25,2021,12,1604,16
"1682","Medellin",2021-03-26,2021,12,1675,10
"1683","Medellin",2021-03-27,2021,12,1301,13
"1684","Medellin",2021-03-28,2021,13,910,13
"1685","Medellin",2021-03-29,2021,13,1871,20
"1686","Medellin",2021-03-30,2021,13,1896,19
"1687","Medellin",2021-03-31,2021,13,2114,23
"1688","Medellin",2021-04-01,2021,13,1136,25
"1689","Medellin",2021-04-02,2021,13,1079,25
"1690","Medellin",2021-04-03,2021,13,1799,21
"1691","Medellin",2021-04-04,2021,14,1294,38
"1692","Medellin",2021-04-05,2021,14,2122,43
"1693","Medellin",2021-04-06,2021,14,2854,43
"1694","Medellin",2021-04-07,2021,14,2529,44
"1695","Medellin",2021-04-08,2021,14,2528,37
"1696","Medellin",2021-04-09,2021,14,2406,54
"1697","Medellin",2021-04-10,2021,14,1898,48
"1698","Medellin",2021-04-11,2021,15,1412,57
"1699","Medellin",2021-04-12,2021,15,2557,66
"1700","Medellin",2021-04-13,2021,15,2472,65
"1701","Medellin",2021-04-14,2021,15,2075,76
"1702","Medellin",2021-04-15,2021,15,1821,62
"1703","Medellin",2021-04-16,2021,15,1989,66
"1704","Medellin",2021-04-17,2021,15,1607,63
"1705","Medellin",2021-04-18,2021,16,971,74
"1706","Medellin",2021-04-19,2021,16,2132,86
"1707","Medellin",2021-04-20,2021,16,2189,75
"1708","Medellin",2021-04-21,2021,16,1932,66
"1709","Medellin",2021-04-22,2021,16,1852,78
"1710","Medellin",2021-04-23,2021,16,1858,69
"1711","Medellin",2021-04-24,2021,16,1425,76
"1712","Medellin",2021-04-25,2021,17,901,51
"1713","Medellin",2021-04-26,2021,17,1824,65
"1714","Medellin",2021-04-27,2021,17,1701,79
"1715","Medellin",2021-04-28,2021,17,1308,70
"1716","Medellin",2021-04-29,2021,17,1470,65
"1717","Medellin",2021-04-30,2021,17,1299,40
"1718","Medellin",2021-05-01,2021,17,556,61
"1719","Medellin",2021-05-02,2021,18,582,48
"1720","Medellin",2021-05-03,2021,18,1363,60
"1721","Medellin",2021-05-04,2021,18,1516,45
"1722","Medellin",2021-05-05,2021,18,988,47
"1723","Medellin",2021-05-06,2021,18,1304,51
"1724","Medellin",2021-05-07,2021,18,1119,61
"1725","Medellin",2021-05-08,2021,18,899,38
"1726","Medellin",2021-05-09,2021,19,560,42
"1727","Medellin",2021-05-10,2021,19,1463,48
"1728","Medellin",2021-05-11,2021,19,1247,47
"1729","Medellin",2021-05-12,2021,19,1218,40
"1730","Medellin",2021-05-13,2021,19,1181,43
"1731","Medellin",2021-05-14,2021,19,1147,43
"1732","Medellin",2021-05-15,2021,19,656,38
"1733","Medellin",2021-05-16,2021,20,528,24
"1734","Medellin",2021-05-17,2021,20,594,41
"1735","Medellin",2021-05-18,2021,20,1486,31
"1736","Medellin",2021-05-19,2021,20,1,29
"1737","Medellin",2021-05-19,2021,20,1455,29
"1738","Medellin",2021-05-20,2021,20,1502,43
"1739","Medellin",2021-05-21,2021,20,1536,29
"1740","Medellin",2021-05-22,2021,20,1157,46
"1741","Medellin",2021-05-23,2021,21,763,32
"1742","Medellin",2021-05-24,2021,21,1374,31
"1743","Medellin",2021-05-25,2021,21,1630,36
"1744","Medellin",2021-05-26,2021,21,1666,31
"1745","Medellin",2021-05-27,2021,21,1698,35
"1746","Medellin",2021-05-28,2021,21,1452,32
"1747","Medellin",2021-05-29,2021,21,1176,26
"1748","Medellin",2021-05-30,2021,22,619,16
"1749","Medellin",2021-05-31,2021,22,1657,31
"1750","Medellin",2021-06-01,2021,22,1603,36
"1751","Medellin",2021-06-02,2021,22,1534,22
"1752","Medellin",2021-06-03,2021,22,1821,17
"1753","Medellin",2021-06-04,2021,22,1604,27
"1754","Medellin",2021-06-05,2021,22,1283,32
"1755","Medellin",2021-06-06,2021,23,757,27
"1756","Medellin",2021-06-07,2021,23,777,38
"1757","Medellin",2021-06-08,2021,23,2123,30
"1758","Medellin",2021-06-09,2021,23,1945,33
"1759","Medellin",2021-06-10,2021,23,1955,28
"1760","Medellin",2021-06-11,2021,23,1846,24
"1761","Medellin",2021-06-12,2021,23,1434,26
"1762","Medellin",2021-06-13,2021,24,806,23
"1763","Medellin",2021-06-14,2021,24,807,32
"1764","Medellin",2021-06-15,2021,24,2043,37
"1765","Medellin",2021-06-16,2021,24,2337,31
"1766","Medellin",2021-06-17,2021,24,1994,30
"1767","Medellin",2021-06-18,2021,24,2102,28
"1768","Medellin",2021-06-19,2021,24,1599,33
"1769","Medellin",2021-06-20,2021,25,837,28
"1770","Medellin",2021-06-21,2021,25,2295,30
"1771","Medellin",2021-06-22,2021,25,2171,28
"1772","Medellin",2021-06-23,2021,25,2360,25
"1773","Medellin",2021-06-24,2021,25,2017,25
"1774","Medellin",2021-06-25,2021,25,1967,29
"1775","Medellin",2021-06-26,2021,25,1425,24
"1776","Medellin",2021-06-27,2021,26,881,21
"1777","Medellin",2021-06-28,2021,26,1987,26
"1778","Medellin",2021-06-29,2021,26,2007,29
"1779","Medellin",2021-06-30,2021,26,2099,32
"1780","Medellin",2021-07-01,2021,26,1692,37
"1781","Medellin",2021-07-02,2021,26,1592,38
"1782","Medellin",2021-07-03,2021,26,1129,28
"1783","Medellin",2021-07-04,2021,27,634,16
"1784","Medellin",2021-07-05,2021,27,545,29
"1785","Medellin",2021-07-06,2021,27,1971,29
"1786","Medellin",2021-07-07,2021,27,1481,37
"1787","Medellin",2021-07-08,2021,27,1795,24
"1788","Medellin",2021-07-09,2021,27,1486,10
"1789","Medellin",2021-07-10,2021,27,992,22
"1790","Medellin",2021-07-11,2021,28,600,20
"1791","Medellin",2021-07-12,2021,28,1472,26
"1792","Medellin",2021-07-13,2021,28,1259,32
"1793","Medellin",2021-07-14,2021,28,1279,24
"1794","Medellin",2021-07-15,2021,28,1122,29
"1795","Medellin",2021-07-16,2021,28,1042,19
"1796","Medellin",2021-07-17,2021,28,665,19
"1797","Medellin",2021-07-18,2021,29,364,20
"1798","Medellin",2021-07-19,2021,29,1022,17
"1799","Medellin",2021-07-20,2021,29,345,17
"1800","Medellin",2021-07-21,2021,29,979,13
"1801","Medellin",2021-07-22,2021,29,1026,17
"1802","Medellin",2021-07-23,2021,29,837,14
"1803","Medellin",2021-07-24,2021,29,647,16
"1804","Medellin",2021-07-25,2021,30,330,18
"1805","Medellin",2021-07-26,2021,30,862,12
"1806","Medellin",2021-07-27,2021,30,665,21
"1807","Medellin",2021-07-28,2021,30,773,24
"1808","Medellin",2021-07-29,2021,30,710,13
"1809","Medellin",2021-07-30,2021,30,676,11
"1810","Medellin",2021-07-31,2021,30,575,14
"1811","Medellin",2021-08-01,2021,31,249,15
"1812","Medellin",2021-08-02,2021,31,660,11
"1813","Medellin",2021-08-03,2021,31,632,13
"1814","Medellin",2021-08-04,2021,31,602,13
"1815","Medellin",2021-08-05,2021,31,554,15
"1816","Medellin",2021-08-06,2021,31,529,13
"1817","Medellin",2021-08-07,2021,31,258,19
"1818","Medellin",2021-08-08,2021,32,218,7
"1819","Medellin",2021-08-09,2021,32,629,10
"1820","Medellin",2021-08-10,2021,32,483,13
"1821","Medellin",2021-08-11,2021,32,502,12
"1822","Medellin",2021-08-12,2021,32,413,8
"1823","Medellin",2021-08-13,2021,32,366,8
"1824","Medellin",2021-08-14,2021,32,251,8
"1825","Medellin",2021-08-15,2021,33,161,10
"1826","Medellin",2021-08-16,2021,33,150,5
"1827","Medellin",2021-08-17,2021,33,441,8
"1828","Medellin",2021-08-18,2021,33,417,4
"1829","Medellin",2021-08-19,2021,33,380,10
"1830","Medellin",2021-08-20,2021,33,327,10
"1831","Medellin",2021-08-21,2021,33,269,6
"1832","Medellin",2021-08-22,2021,34,166,6
"1833","Medellin",2021-08-23,2021,34,414,5
"1834","Medellin",2021-08-24,2021,34,295,9
"1835","Medellin",2021-08-25,2021,34,284,11
"1836","Medellin",2021-08-26,2021,34,298,8
"1837","Medellin",2021-08-27,2021,34,272,6
"1838","Medellin",2021-08-28,2021,34,206,3
"1839","Medellin",2021-08-29,2021,35,82,10
