Fecha,Acumuladas,Amazonas,Antioquia,Arauca,Atlantico,Bogota,Bolivar,Boyaca,Caldas,Caqueta,Casanare,Cauca,Cesar,Choco,Cordoba,Cundinamarca,Guainia,Guajira,Guaviare,Huila,Magdalena,Meta,Narino,Norte de Santander,Putumayo,Quindio,Risaralda,San Andres,Santander,Sucre,Tolima,Valle del Cauca,Vaupes,Vichada,Procedencia desconocida,Barranquilla,Cartagena,Santa Marta,Positivas acumuladas,Negativas acumuladas,Positividad acumulada,Indeterminadas
2020-11-10,4503539,19009,588942,14247,108052,1465917,2746,74944,62857,23145,23238,39334,9248,27545,107615,157144,4388,46343,6024,86376,16598,98434,6829,67216,14759,36327,59771,9039,170025,67883,78757,318468,3575,3948,12039,284261,157136,61953,1103726,3379170,245,20643
2020-11-11,4533728,19013,593033,14256,109372,1473842,27513,75372,63575,23233,23307,3943,93476,27559,108788,158111,4388,46665,6061,87079,16736,98893,68526,67605,14768,36636,60157,9048,171702,68214,7947,321058,3575,403,12039,286325,158224,62649,1109607,3403385,245,20736
2020-11-12,4564500,19111,596781,14656,109959,1482857,27538,76356,6461,23336,23439,39701,93842,27578,109452,158988,4388,46812,6061,87662,174,99405,68852,68219,14815,36882,60455,9049,173035,68578,80642,323635,3575,4039,12039,287668,159296,63789,1115961,3427694,244,20845
2020-11-13,4592200,19134,599472,14671,111033,1491023,27688,76828,65449,23583,23566,39911,94239,27646,109943,160064,4388,47048,6061,8834,17609,100127,69191,68565,14822,37063,60896,905,174585,68958,81594,326123,3576,4039,12039,289108,160343,64425,1121212,3450011,244,20977
2020-11-14,4630457,19304,606602,14804,112017,1498782,27828,77246,66969,23622,23777,40146,94575,28144,111474,161423,4425,47277,6178,88812,17816,101276,69412,69218,14935,38495,61602,907,176165,69462,82407,328895,3613,4353,12039,291809,161178,65307,1128890,3480005,244,21562
2020-11-15,4651038,1932,607938,14814,112913,1504068,27875,78099,67694,23939,24008,40373,94873,28216,11198,162357,4425,4742,6181,89493,17879,101648,69814,69544,14974,38718,62069,9168,177605,69672,83134,330074,3613,4365,12039,29305,161976,6571,1132917,3496484,244,21637
2020-11-16,4678789,1932,610979,14818,113501,1515333,27882,7866,68387,24159,24145,40761,94999,28242,112378,163922,4425,47511,6181,89726,17879,102631,69987,69556,15039,39077,6242,9199,179071,69815,84117,331689,3613,4366,12039,294654,162278,6603,1139018,3518042,243,21729
2020-11-17,4707099,19841,613858,14827,113862,1524931,27894,79146,68983,24294,24262,41112,95039,28326,113035,16522,4425,4763,619,90636,18156,103264,70179,69691,15121,39641,62635,9262,180773,70049,84888,334634,3613,4406,12047,295937,162504,66788,1143869,3537402,243,25828
2020-11-18,4734312,19829,617835,14824,114995,1529975,27962,79532,7017,24435,24299,41304,96195,28324,114194,165485,4465,47944,6231,91024,18568,103548,7026,70339,1516,40036,62987,9341,182094,70438,85811,336277,3613,4371,12039,298714,163981,67713,1150470,3561850,243,21992
2020-11-19,4759759,19876,621067,14824,115476,1538847,27968,80189,71184,24536,24353,41378,97322,28373,115261,166088,4465,48082,6234,91421,18896,103829,70543,7059,15164,40275,63292,9388,182804,70609,86406,337967,3613,4371,12039,30032,16431,68399,1155284,3582265,243,2221
2020-11-20,4790682,19919,625904,14824,115735,1548385,28085,81183,72486,24618,24517,41511,98229,2854,116057,167137,4465,48873,6236,92223,19034,104301,70774,71131,15188,40552,63847,9388,184002,70923,87202,339721,3613,4371,12037,301752,165204,68715,1161701,3606710,242,22271
2020-11-21,4817175,19978,627771,1483,117256,1555144,28245,81503,72837,24711,24652,41723,98369,28567,117598,168292,4465,49026,6237,92519,19194,104839,7114,71518,15305,40767,64299,9388,1857,71446,87975,341702,3613,4371,12037,304244,166167,69747,1166425,3628381,242,22369
2020-11-22,4844144,19978,63148,14899,118064,1562486,28289,82117,73283,24855,24816,41975,98832,28612,117864,169983,4465,4915,6254,93141,19387,105561,7145,71995,15308,41119,64813,9388,187091,71593,88728,343386,3613,4404,12037,306107,167342,70279,1171642,3649987,242,22515
2020-11-23,4869410,19978,63627,14905,118458,1570587,28293,82493,74272,24935,24964,42349,99046,28678,118231,171169,4465,49164,6257,93728,1945,106157,71599,72065,15369,41375,65159,9393,188562,71712,89399,345537,3613,4404,12037,306938,167739,7066,1176943,3669892,242,22575
2020-11-24,4903761,19978,638184,1538,120076,1577864,28452,82969,75616,25031,2504,42667,99604,28683,120212,172561,4465,50047,6261,94175,19949,107336,71724,72609,15432,41697,65727,9407,189824,72367,90015,348312,3613,4404,12037,309761,169944,72338,1183196,3697865,241,227
2020-11-25,4930933,19982,640127,1539,120628,1587477,28474,83679,76601,25042,2512,42855,100579,28688,12135,173275,4465,50636,6288,94594,20022,108026,71963,73184,15447,41938,65983,942,190871,72536,90615,350558,3613,4405,12037,311399,170892,72774,1189215,3718801,241,22917
2020-11-26,4962600,20015,643993,15392,121535,1597626,28642,8396,7723,25244,2522,43044,100886,28703,1218,174273,4465,50766,629,95094,20469,10853,72214,73626,15489,42189,66509,942,193315,72873,91539,352951,3613,4405,12037,313374,17233,73539,1195376,3744169,241,23055
2020-11-27,4994892,20035,647735,15407,121945,1609026,28806,84918,78178,25362,25393,43273,101243,28897,122432,175667,4513,51022,6367,95474,2052,109117,72505,74101,15621,42839,6705,943,194489,72992,92593,355701,362,4427,12008,314424,173326,74436,1202330,3769213,241,23349
2020-11-28,5030237,20035,650715,15414,122958,1621287,29032,85552,79322,25382,25759,43549,101941,28908,1236,177042,4513,51287,6382,9634,20701,109933,72858,74785,15672,43172,67615,9458,195968,73287,93386,357786,362,4427,12008,316763,174783,74997,1209490,3797194,240,23553
2020-11-29,5058899,20344,656035,15433,123506,1629128,29143,85881,80716,25508,25843,43736,102358,29054,12374,178099,4545,51435,6406,96844,20825,110351,73382,75253,15696,43605,68101,9462,196956,73414,94246,360532,362,4505,12008,317824,176111,75254,1215903,3819280,240,23716
2020-11-30,5085495,20344,657533,15445,127525,1637924,29745,86438,81848,25558,26057,43764,10247,29072,124752,178933,4546,51524,6406,9741,22055,111011,73421,75447,1577,43765,68482,9469,198306,73664,94563,362926,362,4506,12007,317824,176111,75254,1220871,3840839,240,23785
2020-12-01,5114915,20345,660771,15483,125629,1647270,2927,87145,82342,25703,2614,44094,103285,29184,125604,18008,4611,52053,6525,97847,21263,111464,73735,76002,15809,44028,68828,9485,199923,74068,95441,365429,3653,452,12007,321578,177291,7701,1227233,3863738,240,23944
2020-12-02,5150931,20345,664452,15485,125851,1659669,29495,87648,83311,25791,26335,44284,104435,29189,12682,181481,4611,5297,653,98517,21597,112146,74077,7654,15834,4445,69149,9495,202053,74322,96165,367963,3653,46,12007,322935,17918,77546,1234614,3891065,240,25252
2020-12-03,5182997,2038,667854,1599,126261,1672022,2958,883,84218,25899,26459,44403,10476,29204,127427,182422,4611,53267,6533,98858,21861,112726,74208,7705,15898,44846,69739,9495,203744,74899,9684,369806,3653,46,12007,324806,180224,78147,1241236,3916350,239,25411
2020-12-04,5214467,2039,672446,15994,127289,1681594,29619,88868,85259,2603,26763,44865,105313,2921,127719,183801,4611,53485,6543,99516,22227,113512,74496,7759,15958,45156,70276,95,204899,75099,97458,371797,3653,46,12007,326803,181533,78588,1247749,3941185,239,25533
2020-12-05,5245812,2039,676514,1609,127974,1691600,29729,89548,85952,26067,26888,45015,105626,29408,128005,185223,4611,53901,6567,99979,22413,113933,74714,78271,16062,45455,7074,9522,206575,75684,98597,373831,3653,4665,12007,328598,182583,79422,1254453,3965709,239,2565
2020-12-06,5271417,20418,678339,16146,128876,1699455,29886,89973,87171,26174,26978,45287,106357,29408,128685,186595,4611,54133,6573,10041,22538,11441,75153,78794,16163,45754,71109,9536,207914,75961,9957,375389,3653,4665,12007,329747,18383,79749,1259715,3985902,239,258
2020-12-07,5294762,20418,679789,16155,129418,1709254,30076,90337,87713,26265,27129,45485,106636,29465,129247,187602,4611,54498,6597,100602,22572,114914,75446,78977,16229,45967,71628,9555,209351,76191,100203,377203,3653,4667,12007,330368,184425,80109,1264938,4003928,239,25896
2020-12-08,5315171,20458,680973,16226,129976,1714967,30126,90809,8834,2629,27247,45698,10689,2953,129862,188314,4611,54776,6599,101032,22581,115061,7566,79514,16241,46182,71923,9555,210887,76562,100351,379434,3653,4732,12007,331593,185766,80745,1269355,4019735,239,26081
2020-12-09,5346073,20476,687823,1623,130244,1724972,30241,91078,89565,2632,27365,45748,106984,29691,130312,189277,4736,55342,6625,101323,22745,115532,75716,79851,16255,46502,72211,957,212385,76758,101153,380914,3653,4819,12007,333831,186521,81298,1275939,4043909,239,26225
2020-12-10,5382929,20476,691476,16274,132442,1735974,30349,91451,90616,26324,27426,45984,10821,29736,132334,189906,4736,55609,6704,101905,22992,116515,76073,80174,1626,46887,7264,9576,213698,77348,101721,383134,3653,4819,12007,336613,188664,82233,1282703,4073852,239,26374
2020-12-11,5415370,20479,695113,16532,132898,1746271,30495,92007,91731,26351,27538,46136,109978,29795,132821,190629,4736,5683,6747,102336,2327,116811,76385,80802,16296,47153,73074,9576,215085,77653,102677,384945,3653,482,12007,338831,190122,82787,1290266,4098508,238,26596
2020-12-12,5446911,20528,69942,16575,133819,1757912,30618,92486,91975,2637,27682,46277,110437,29818,133392,191805,4763,56929,6755,102875,23546,117981,76847,81482,16339,47437,73494,9577,216489,78015,103567,386616,3653,4865,12007,340001,191455,83104,1297420,4122782,238,26709
2020-12-13,5477557,20566,703129,16589,134428,1768362,30852,92836,92558,2659,2781,46475,110774,29834,134053,19296,4763,57002,6764,103507,23681,118573,7719,81925,16397,47887,73971,9604,217905,78324,104536,388541,3657,4865,12007,342074,193079,83489,1304456,4146238,238,26863
2020-12-14,5507206,20566,708757,16597,135168,1776967,30996,9307,93726,26814,27986,46543,111276,29835,13439,194171,4763,5714,6795,103805,237,119117,77254,82048,16482,48112,74598,9607,218757,7884,105142,391379,3657,4865,12007,34424,193971,84065,1311480,4168698,238,27028
2020-12-15,5538570,20568,711977,16753,135796,1788286,31227,93734,94334,26935,28161,46886,111832,29952,134879,195526,4763,57448,6843,104416,23782,119691,77617,82676,1668,48463,74981,9616,220547,79106,105916,393248,3657,4865,12007,345248,195721,84433,1318842,4192553,238,27175
2020-12-16,5569468,206,715876,16762,137302,1796277,31298,94184,95481,26937,28333,46999,112232,29956,135828,196611,4763,57555,6846,104564,24038,119914,7786,83713,16699,48755,7546,962,222299,79495,106534,394991,3657,4865,12007,348512,197247,85398,1325916,4216180,238,27372
2020-12-17,5607442,20601,720422,16819,137821,1810283,31318,94935,96358,26952,2845,47404,113016,30098,136571,198207,4763,57737,6854,105233,24147,120907,78245,8412,16774,49169,76043,9622,223884,79875,107792,398177,3657,4865,11962,350168,198629,85564,1335197,4244632,238,27613
2020-12-18,5654077,20644,727814,16863,140913,1825528,31397,95403,97233,26983,28552,47635,113661,30114,137372,199592,4763,5797,6856,105651,24301,12118,78731,84904,16786,49629,76686,9623,225212,80478,108667,401165,3657,4865,11962,354578,200177,86532,1346636,4279570,238,27871
2020-12-19,5692732,20644,732178,16917,142084,1839038,31463,95947,97924,27114,28674,47845,114723,30116,137984,200974,4763,58487,6869,106343,24412,121902,79086,85539,16983,50045,77343,9638,226943,80736,109724,403857,3657,4865,11962,357144,201796,87013,1356315,4308353,238,28064
2020-12-20,5723915,20788,734736,16922,143185,1847543,31653,96466,98405,27177,28784,48171,115112,30322,139702,202498,4867,5905,6981,106954,24588,122301,79413,86002,17049,50427,77902,9668,228078,80945,110752,405963,3658,4967,11962,359356,203381,88187,1363534,4332060,238,28321
2020-12-21,5752499,20793,741284,16931,144359,1856048,31817,96902,98926,27474,28856,48195,115374,30343,14015,203458,4867,59162,6984,107313,2479,12306,79747,86327,1715,50663,78236,9676,229141,81395,111397,407432,3658,4978,11962,361036,204105,8851,1370304,4353778,238,28417
2020-12-22,5787606,20804,743466,17007,145283,1870104,31854,97459,99698,27599,28989,48727,116343,30545,14116,205218,4888,5945,7046,107874,24872,123841,79864,86883,17229,50993,78623,9697,230786,81717,112186,409351,3658,4978,11962,362466,205943,89043,1378667,4380471,238,28468
2020-12-23,5837453,20866,749424,17042,146316,1890044,31932,98046,100788,27722,29215,48971,116655,30548,141876,207198,4889,59569,7061,108671,25146,124781,80119,87608,17237,51426,79383,9697,232538,81916,113512,412639,3658,4978,11962,366643,207086,90291,1390378,4418359,238,28716
2020-12-24,5882887,20868,754631,17047,147658,1909926,32043,98703,101622,27795,2928,49241,117053,30561,142908,208383,4889,59787,7145,109282,25407,125548,80658,8803,17306,51854,79876,9697,234256,82433,114546,415234,3658,4978,11962,369405,208445,90772,1400560,4453487,238,2884
2020-12-25,5914831,20915,756686,17051,148567,1922398,32283,9924,101996,2782,29406,49443,118175,30779,143539,210312,4889,60011,7147,10991,2549,12638,81063,88456,17371,52086,80024,9697,235763,8257,116051,417194,3658,4983,11962,370768,20971,91038,1409652,4476216,238,28963
2020-12-26,5938631,20915,760267,17051,149453,1931044,32428,9939,102349,27932,29472,49602,118392,3079,143688,210994,4889,60133,7148,110116,25941,126534,81252,88832,17439,52303,80587,9697,23641,82733,116406,419504,3658,4983,11962,372201,210695,91441,1415252,4494337,238,29042
2020-12-27,5966243,20924,761073,17069,150885,1942311,32441,100257,102598,27962,2966,49937,118675,30813,143838,213053,4889,60205,715,110535,26017,127452,81367,89321,17448,52442,80927,9711,237931,82815,117456,421227,3658,4984,11963,374233,211342,91674,1422055,4515016,238,29172
2020-12-28,5989204,20924,762746,17082,151443,1949075,32455,100887,103459,2803,29721,50224,118834,31344,144436,214324,492,60385,7233,110696,26201,127956,81849,89394,17541,52797,81355,9724,239018,83242,118529,42315,3659,4997,11963,375171,212048,92392,1427822,4532112,238,2927
2020-12-29,6028005,20924,770473,17168,152095,1962118,32577,101314,1049,28039,29839,50349,119574,31362,1446,215287,492,60678,7279,111063,26388,128275,82011,90322,17554,53224,82019,9729,240282,8327,11947,425778,3659,5026,11963,377896,213464,93116,1439450,4559102,239,29453
2020-12-30,6063125,20924,775304,17205,152628,1975083,32804,101869,105464,28137,29948,50453,120122,31372,145061,21647,492,60819,7291,1119,26553,128852,82308,90823,17565,53495,8242,973,242333,83415,120837,427853,3659,5028,11963,380262,214497,93758,1450148,4583349,239,29628
2020-12-31,6097140,20929,778799,17213,153486,1985563,32959,102709,105945,28234,30078,50757,120801,31452,146188,218694,4922,60993,7347,112479,26613,129161,82912,91426,17621,53809,83058,9757,244549,83552,122304,429354,3693,5029,11966,383016,215523,94249,1459457,4607904,239,29779
2021-01-01,6120807,20929,781732,17375,154619,1993237,33044,103089,106295,28328,30202,50925,12177,31391,146303,219809,492,61068,7325,113015,2664,12953,83307,91749,17623,54123,83337,973,24535,83602,123069,431525,3659,5028,11963,384764,216191,94241,1467016,4623263,240,30528
2021-01-02,6141226,2093,785346,17375,155628,1999951,33058,103324,106845,28334,30286,51024,12181,31393,146617,220487,492,61075,7325,113319,26759,129687,83554,91885,17682,54384,83787,9751,246197,83775,123463,433203,3667,5028,11963,386142,216629,94623,1473232,4637375,240,30619
2021-01-03,6167847,20975,787919,17376,156719,2008759,33098,103707,10774,28451,30452,51051,121854,31686,14702,221539,492,61153,7327,113473,26886,130341,83829,9232,17811,5466,84287,9756,247271,84181,124766,435646,3667,5028,11963,387794,217523,94899,1481795,4655313,240,30739
2021-01-04,6199715,20975,792395,17381,157057,2023740,33106,104348,108109,28497,30619,5145,121896,31716,147576,22276,492,61192,7378,113808,26897,130854,84055,92607,17862,54902,84528,9758,248521,84212,125576,436906,3667,5028,11963,389562,218495,95399,1492909,4675962,241,30844
2021-01-05,6233279,20975,79573,17422,157369,2036203,33185,104768,108566,28572,30762,51929,122919,32174,148867,224042,492,61356,7457,114031,26956,131191,84296,93136,17907,55233,85217,9758,249633,84351,126454,439304,3667,5056,11963,391776,220365,95769,1503841,4698420,241,31018
2021-01-06,6267030,2098,801155,17502,157985,2049280,33273,10528,108893,28636,30844,52196,123299,32274,149575,225841,4922,61528,7507,114365,27044,131434,84746,93569,17915,55503,85537,9785,250587,84681,127147,441087,3701,5057,11966,394225,22165,96061,1514408,4721435,242,31187
2021-01-07,6300671,20975,804503,17589,159223,2062851,33382,105724,109282,28698,30884,5237,123711,32203,149988,227177,492,61603,7487,115169,27071,132046,8522,93982,17953,56019,86247,9759,251785,84778,127969,443836,3669,5056,11964,397019,222178,96381,1525760,4743341,242,3157
2021-01-08,6335433,20975,806278,17591,160368,2080069,33479,106354,109836,28779,31034,52587,124101,32225,151301,228508,492,61719,7501,115933,27213,132706,85959,94262,17956,56249,86734,9759,25279,85048,12919,445103,3669,5056,11964,398311,223288,96618,1535382,4767405,242,32646
2021-01-09,6377602,21046,811599,1791,1618,2094690,33572,106982,110896,28886,31187,52859,124892,32298,152872,230134,492,61882,7537,116561,27285,133225,86346,94888,18084,56604,87391,9772,254234,85328,130386,447557,3669,5079,11965,401424,224784,97058,1548662,4796121,243,32819
2021-01-10,6419878,21048,816324,17933,163924,2108756,33684,10792,111658,2896,31278,53075,125378,32354,153923,232235,4921,62057,7577,117433,27595,133586,86852,95535,1819,57042,87948,9784,255528,85685,131525,450534,3669,5106,11965,404893,226211,97792,1561523,4825376,243,32979
2021-01-11,6453270,21049,823003,17933,165099,2121391,3376,108427,112883,29042,31384,53266,125402,32359,15419,233722,4921,62062,7578,117633,2764,1338,8727,95592,18226,57278,8834,9788,257411,85939,132183,453044,3669,5106,11965,405861,227036,98018,1572102,4848048,244,3312
2021-01-12,6480184,21049,826987,17939,166358,2129102,33813,10944,113573,29103,31483,53272,126094,32428,154989,235276,4921,62364,7578,117809,278,13433,87504,95961,18226,57513,8872,9788,258285,86052,132909,454905,3669,5107,11965,407456,227752,98664,1579635,4867304,244,33245
2021-01-13,6517669,21049,829255,18082,167786,2144434,33846,10999,1146,2919,31846,5379,127014,32487,155197,236822,4921,62719,7622,119017,28067,135025,87941,96423,18314,57815,89217,9802,25944,863,134163,457425,3669,5107,11965,408858,229207,99264,1591127,4893103,244,33439
2021-01-14,6563892,21074,834912,18158,168619,2163869,33877,110773,115434,29216,31965,54226,128139,32539,155824,239649,4922,62892,7679,119519,28307,135685,88478,96844,18376,583,89738,9826,260151,86691,135695,459847,3669,5107,11965,411807,230459,99661,1605091,4925193,245,33608
2021-01-15,6609889,21087,840459,18267,169508,2172666,33998,111452,116912,2939,32068,54468,128955,32568,15656,24795,4922,63194,7689,120569,28711,136327,89363,9712,18404,58837,9047,9826,261649,86825,138496,46434,3669,5107,11965,414173,231552,100373,1618923,4957223,245,33743
2021-01-16,6649240,21087,846376,18365,170462,2185794,34121,112457,117733,29403,32234,5479,12966,32685,157533,249645,4922,63485,7689,121158,28857,136717,90016,97455,18473,59134,91024,9828,263202,87065,139105,466995,3669,5107,11965,417429,232814,100786,1629767,4985612,245,33861
2021-01-17,6690353,21185,851549,18491,172155,2198609,34218,113196,119066,29553,32448,55701,130119,32953,158739,251356,4922,63602,7705,121656,29109,137381,9076,97944,18494,5962,91657,9829,264879,87375,139989,469858,3669,5124,11965,419812,234054,101611,1641145,5015190,245,34018
2021-01-18,6732222,21208,857907,18686,173295,2213900,34328,114218,120419,29619,32578,56099,130311,32953,159531,253219,4922,63693,7705,122119,29279,137893,90932,98182,18564,60177,92067,9836,266406,88041,140536,473343,3669,5124,11966,422095,235235,102167,1653127,5044982,246,34113
2021-01-19,6778083,21214,860524,18686,1758,2231814,3452,11491,121678,29739,32779,56903,130726,33029,159729,255218,4922,63807,7714,123469,29556,138828,91819,98526,18709,60558,92507,9849,268272,88701,141726,476661,3669,513,11966,424653,236951,102821,1666797,5076953,246,34333
2021-01-20,6823034,21214,866072,18789,177174,2247683,34644,115918,122781,29777,3296,57211,131517,3311,160149,257851,4922,63957,7727,124619,30063,139357,92497,99305,18794,60844,93145,9863,269663,89137,142748,479714,3669,5148,11978,427163,238159,103712,1679495,5109010,246,34529
2021-01-21,6874299,21214,873697,18828,178446,2263772,34751,116528,124029,29987,33132,58108,13248,33613,160846,260114,4922,64342,7749,125368,30271,139788,93034,99689,18833,61336,93726,9866,271751,90559,14401,484435,3669,5149,11978,430427,239676,104176,1692796,5146681,246,34822
2021-01-22,6927364,21214,877173,18979,17995,2286243,34845,117718,124897,30109,3326,58643,132925,33701,162497,262894,4922,64433,78,126074,30518,140869,93479,99981,1887,61858,94296,9884,274474,91513,146053,487154,3669,5149,11978,433687,24102,104635,1706579,5185680,246,35105
2021-01-23,6971361,21214,884181,19067,180995,2299183,34997,118535,126433,30239,33372,59255,133774,33734,16283,265405,4922,64606,7805,127059,30588,14162,94087,100388,18902,6249,95069,9893,276293,91693,147008,491575,3669,5149,11978,436145,242141,105067,1716849,5219202,246,3531
2021-01-24,7010287,21234,886224,19071,182184,2314029,35106,119607,127495,30272,33527,59777,13414,34196,163395,267754,4922,64814,7863,12775,31098,142035,94734,100797,19052,62725,95506,9895,277696,92238,147888,493964,3669,5194,11978,439266,243284,105908,1725328,5249362,246,35597
2021-01-25,7056293,21234,891542,19075,183182,2333325,35225,120497,128882,30445,33641,60136,134668,34197,165798,270023,4922,65101,7909,1282,31125,142433,95185,101029,1908,63147,95966,9934,278674,92533,148912,497857,3669,5194,11978,44179,243667,106118,1736464,5283970,246,35859
2021-01-26,7103412,21235,894223,19113,184717,2353852,35288,121453,1297,30485,33885,60718,135117,34273,167327,271904,4922,65322,792,129195,31563,143016,95694,101504,19098,63546,96437,9939,281042,93254,150104,500401,3669,5196,11985,444592,244533,10719,1746768,5320497,246,36147
2021-01-27,7150015,21342,901141,19148,185588,2367899,35422,122594,130988,30617,34017,61118,13629,34309,168004,273895,4922,6575,7926,129957,31777,143408,96439,101974,19178,63943,96989,9943,28352,93721,150978,504505,3669,5196,11985,447971,246109,107783,1756299,5357265,246,36451
2021-01-28,7194429,21393,905555,19219,18667,2384835,35503,123374,131774,30733,34086,61356,136772,34479,169589,275556,4922,6588,7933,13096,32144,143893,96859,102467,19211,64436,97599,9943,285436,94019,152059,50685,3669,5196,11985,452214,2472,10866,1764810,5392833,245,36786
2021-01-29,7239601,21406,910667,19278,188058,2398242,35605,124325,132962,30857,34182,61838,137235,34591,17169,277691,4922,66081,7976,131588,32441,144573,97213,103105,19214,64815,98069,9946,288005,94928,152858,510638,3669,5197,11985,455724,248209,109818,1773339,5429256,245,37006
2021-01-30,7274425,21409,913125,19286,188997,2408725,35737,12526,133668,30984,34341,6228,137585,34626,173113,280272,4922,66137,7977,132808,32723,145207,97711,103612,19387,65167,98527,9947,289689,95123,153827,513371,3669,5276,11985,458365,249155,110432,1780245,5457024,245,37156
2021-01-31,7321585,21446,916497,19291,190487,2427795,35768,125941,134558,31075,34454,62783,137992,3465,173499,28147,4922,66313,7989,133445,32871,145832,9815,104023,19406,65602,98899,9993,291468,95476,154679,515407,3669,5278,11985,463279,250268,111253,1788560,5495629,244,37396
2021-02-01,7363157,21618,922067,19291,194422,2447199,37006,12672,135968,31191,34596,62941,138111,34717,17442,283471,4922,66369,8041,134012,33802,146124,98673,104171,19549,65881,99247,10022,294182,95656,155253,51769,3669,5371,11985,463279,250268,111253,1796197,5533041,244,33919
2021-02-02,7401034,21622,924559,19436,193133,2458570,35874,127208,136714,31247,34854,63395,138636,34934,175273,285233,4922,6648,8042,134704,33858,146659,98909,104385,19721,66107,99677,10038,296266,96355,15596,521035,3669,5371,11985,470274,252882,113047,1802756,5564254,244,34024
2021-02-03,7440938,21736,926756,19531,19354,2476647,3595,127621,137414,3131,3504,63722,139355,34954,17793,287375,4922,66794,8052,135451,34246,146991,9957,104916,19735,66363,99974,10038,298736,96772,156469,522865,3669,5371,11985,472016,253438,113684,1809261,5597503,243,34174
2021-02-04,7481759,21736,930465,19566,195053,2492021,35984,128508,13814,31385,3521,63973,14018,35117,179524,288853,5008,67196,8056,135905,34707,147525,99927,105228,19785,66693,100365,10059,300173,9733,157189,525397,3669,5371,11985,475448,254317,114711,1815354,5632059,243,34346
2021-02-05,7524432,21896,936397,19628,19623,2505269,36027,129364,139538,31466,35366,64192,140574,35146,181741,290236,5009,67421,8058,136495,35008,148229,100747,105621,19862,67129,100934,10075,302299,97774,157961,5292,3669,5371,11985,47785,255379,115286,1822143,5667818,242,34471
2021-02-06,7557516,21968,939427,1963,196916,2514923,36032,130017,140206,31514,35584,64674,140805,3521,182767,291313,5009,67632,8061,137131,35221,148678,100937,105884,19949,67422,101401,1008,303986,98714,158629,535378,3669,5371,11985,479653,255697,116043,1827592,5695375,242,34549
2021-02-07,7585486,22067,941583,19651,198006,2523505,36098,130262,140834,31644,35809,64941,141163,35248,183997,292848,5009,67776,8073,13757,35308,14914,101308,106394,20007,67707,101778,10092,305667,98965,159371,537484,3669,5488,11985,481569,25707,1164,1831656,5719096,241,34734
2021-02-08,7625592,22155,946035,19884,199166,2538964,36216,131056,141604,31694,36049,6529,141427,35278,186495,294063,5009,67912,8078,137945,35736,149444,101565,106519,2013,67927,101951,10108,307501,99813,159741,539813,3669,5505,11985,483916,258141,117808,1836788,5754046,241,34758
2021-02-09,7650495,22155,947977,19961,200127,2548935,3623,131728,142331,31738,36095,65581,141606,35278,18674,294985,5009,6806,8109,13829,35797,149781,101901,106747,20136,68153,102267,10116,308903,99908,160261,542429,3669,5618,11985,485156,258359,118374,1840598,5775065,241,34832
2021-02-10,7685400,22156,951853,19983,201266,2559991,3628,132593,142936,31797,36188,65959,14252,35286,18771,295884,5039,68508,8144,139103,36075,150175,102107,107169,20163,68437,102608,10165,309996,100514,16065,544586,3669,567,11985,488334,260488,119413,1845407,5804980,240,35013
2021-02-11,7723790,22339,955216,20024,202864,2575392,36357,133232,143714,3187,36228,66043,142929,35308,190317,297438,5039,68684,8172,139597,3642,150585,10245,107516,20244,68734,102964,10178,311527,100956,161142,547028,367,5687,11985,490392,261681,119868,1850243,5838471,240,35076
2021-02-12,7756926,22402,959231,20039,203142,2587735,36385,133763,144469,31942,36373,66466,143346,35384,191831,298951,5039,68853,826,140144,36692,151119,102871,107851,20266,69031,103323,10182,313628,101492,161539,549107,367,5688,11985,491734,262471,120522,1854543,5867206,239,35177
2021-02-13,7784692,22756,962552,20098,204063,2593918,36494,134322,145433,31991,36472,66644,143889,35471,193044,299874,5039,69149,8281,140616,36941,151479,103419,108279,20438,69283,103684,10192,315287,101877,162225,551096,367,5689,11985,49427,263348,121424,1858311,5891115,239,35266
2021-02-14,7811356,22806,964159,20106,205341,2604221,36576,134686,145998,32144,36619,66864,144137,35474,194063,301318,504,69234,8324,141071,37136,151805,103689,108708,20444,69594,104085,10197,317174,102114,162709,552776,367,5689,11985,495281,264166,121953,1861777,5914201,238,35378
2021-02-15,7839694,22876,968367,20108,206018,2614885,36631,135369,146589,32179,36724,66996,144344,35492,194679,302486,504,69264,8414,141479,37205,152243,103999,108791,20531,69781,104209,10253,318765,102931,163099,55456,367,5728,11985,496664,264939,122401,1865415,5938866,238,35413
2021-02-16,7869911,22887,970279,20173,206996,2629930,36653,135858,147173,32237,36764,67293,144826,35511,195531,303485,504,69487,8418,141754,37319,152472,104034,108974,20562,70071,104509,10253,321452,103191,163458,556428,367,5728,11985,497708,265032,12277,1870151,5964311,238,35449
2021-02-17,7900983,23517,973727,20217,207728,2641315,36844,13651,147658,32275,36955,67678,145088,35514,197645,304545,5172,69653,8528,142101,37471,15294,104265,109135,20577,70331,104773,10267,323942,103641,16373,557893,367,5728,11986,499017,265542,123405,1874485,5990743,237,35755
2021-02-18,7930839,23541,978248,20293,208358,2650139,36958,137008,14829,32399,37047,67893,145385,35534,199102,305671,5172,6979,8574,142565,37733,153405,104486,10951,20636,70603,105155,10267,325435,103976,164362,560734,367,5728,11986,500792,266352,124042,1878679,6016346,237,35814
