Fecha,Acumuladas,Amazonas,Antioquia,Arauca,Atlantico,Bogota,Bolivar,Boyaca,Caldas,Caqueta,Casanare,Cauca,Cesar,Choco,Cordoba,Cundinamarca,Guainia,Guajira,Guaviare,Huila,Magdalena,Meta,Narino,Norte de Santander,Putumayo,Quindio,Risaralda,San Andres,Santander,Sucre,Tolima,Valle del Cauca,Vaupes,Vichada,Procedencia desconocida,Barranquilla,Cartagena,Santa Marta,Positivas acumuladas,Negativas acumuladas,Positividad acumulada,Indeterminadas
2021-05-26,11379678,26967,1381402,26092,342616,3846940,6228,187701,202786,37368,48716,85967,219187,4156,334166,428613,6339,105389,10128,181914,54464,197586,12848,145259,28596,96835,13726,12625,475239,166505,20635,736341,465,6848,12081,836239,364619,19357,2682879,8653049,236,4375
2021-05-27,11435744,27005,1389270,26176,343447,3872311,62595,188421,203512,37432,48815,8613,219456,41609,335429,431519,6339,10545,10139,182639,54775,198159,128803,145819,28689,97133,137616,12626,478298,167183,207311,738636,465,6849,12081,839006,366128,194288,2702380,8689403,236,43961
2021-05-28,11481824,27005,1394212,26263,344644,3889840,63017,189126,204039,37494,48855,86331,220272,41664,337304,433795,6339,105624,10142,183373,54835,198883,129352,146514,28756,97389,137796,12629,481404,16827,207819,740682,465,685,12081,841773,367977,194825,2717772,8719901,237,44151
2021-05-29,11531335,27023,1399885,26324,346106,3908514,63639,190366,204888,37571,49001,86431,222161,41745,339548,435875,6339,105844,10147,184117,54939,199626,129921,147151,28874,97698,138348,1264,48419,168971,20834,742895,465,685,12081,844119,369283,195235,2734562,8752478,237,44295
2021-05-30,11582347,27023,1404266,26332,347745,3928611,6454,191368,205791,37711,49125,86596,223348,4176,341536,438314,6339,106076,1019,184853,55285,200435,130376,147658,28915,98068,138805,12712,486268,169854,208966,744697,465,6851,12081,846286,372793,196123,2751535,8786379,238,44433
2021-05-31,11619664,27023,1407701,26381,348762,3943323,64648,192229,206181,37821,49341,86634,224653,41781,342492,441152,6339,106099,10209,185508,55341,200778,130736,147692,28999,98164,138944,1279,489437,170594,209644,746389,465,6851,12081,848294,373511,196492,2765359,8809737,238,44568
2021-06-01,11667797,2703,1412086,26466,350265,3961167,65134,193299,207088,37872,49507,87006,226567,41878,344482,444061,6344,106215,10222,186524,55498,201434,131052,148262,29021,98554,139544,1279,492214,172385,210624,74763,465,6853,12081,850375,374591,197026,2782053,8841077,238,44667
2021-06-02,11726212,27221,1418857,26578,35042,3982790,65345,194113,207987,37947,49893,87275,228604,42436,346297,447719,6592,106687,1027,187324,55606,202862,131503,149501,29139,98787,139821,12938,495556,173285,211381,749848,465,7228,12081,852471,376915,198285,2803537,8877608,239,45067
2021-06-03,11780035,27267,1424484,26617,351077,4003892,65838,195007,20862,38065,5002,87378,230695,4259,348152,451168,6592,106953,10328,188113,55842,203753,131797,15007,29198,99108,140221,13064,499223,174144,212132,751893,4806,7228,12081,855014,378481,199124,2823334,8911503,240,45198
2021-06-04,11835380,27281,1430123,26743,353733,4024182,66306,196582,209376,38118,50068,8765,231857,42656,349594,453976,6592,107177,10331,18885,55866,204279,132457,150878,29253,99331,140519,13069,502524,175125,212787,754355,4806,7228,12081,8591,380952,199575,2843539,8946456,240,45385
2021-06-05,11894907,27281,1435866,26905,354885,4051887,6692,197889,210145,38188,50302,87716,232732,42657,351457,458022,6592,107489,10335,189269,56058,204894,132816,151461,29308,99628,140986,13086,506444,175917,213645,756324,4806,7233,12081,861194,382116,200373,2865401,8983752,241,45754
2021-06-06,11937106,27281,1440037,26916,355961,4067666,6728,198393,210916,38225,50486,87801,234164,42755,352828,459587,6633,107829,1038,189983,5617,205408,133188,152259,29444,100038,141402,13091,508995,176793,214192,758614,4806,7369,12081,863152,384031,200952,2881121,9010071,241,45914
2021-06-07,11976902,27292,1444174,26916,356203,4085725,67806,199191,211786,38238,50628,8791,23435,42814,353627,46178,6633,107903,104,19026,56189,205748,133942,152691,2947,100158,141614,13112,511434,177852,214664,760555,4807,7369,12081,864609,385767,201204,2897400,9033377,242,46125
2021-06-08,12021919,27292,1448198,26954,356738,4103367,68322,200562,212759,38246,50828,88102,234953,42844,354441,465295,6646,108012,10466,190801,56369,206487,134111,152885,29654,10045,142271,13134,514491,178682,21572,762873,4807,7425,12081,867394,386621,201638,2915297,9060380,242,46242
2021-06-09,12080362,2734,1455160,26986,358646,4127662,68464,201257,213148,38265,50958,88296,237165,42945,356343,469967,6667,108157,10507,191843,56828,208223,134369,153573,29664,100629,142551,1314,517683,179545,216205,764416,4808,7436,12081,869468,387877,20209,2936003,9097962,243,46397
2021-06-10,12133538,2737,1460202,27131,358982,4148381,69091,201995,213906,38285,5104,88691,238555,43146,358681,473206,6667,108457,10517,193118,56887,208914,13494,15449,29697,100941,143165,13141,521293,180716,217415,767069,4807,7436,12081,870998,389362,202765,2956159,9130798,244,46581
2021-06-11,12192566,27422,1466537,27362,359859,4172064,69706,20331,214774,38295,5111,88823,239336,432,360526,476215,6668,108677,10527,193937,57103,210299,135536,154907,29714,1013,143787,13142,525031,181272,218285,770497,4807,7436,12081,873971,391492,203558,2977677,9168115,244,46774
2021-06-12,12237799,2743,1472118,27449,36169,4189865,70133,204031,215309,38315,51223,8895,24056,43242,362829,478108,6668,108787,10588,194409,57496,210713,135832,154982,29727,101462,144432,13171,526211,182083,21921,772942,4807,7436,12081,875731,393528,204251,2993512,9197372,245,46915
2021-06-13,12288385,2743,1477977,27567,362734,4206665,70786,204984,216347,38408,51301,89261,241862,43247,364507,480656,6668,109146,10703,195244,57573,211372,136367,155849,29799,101837,144744,13191,530646,183154,22007,775525,4807,7451,12081,87865,395018,204758,3012833,9228500,245,47052
2021-06-14,12324676,2743,1480299,27582,363399,4220306,71365,206124,217114,38428,51501,89531,242073,43339,365474,482878,6669,109156,10945,196035,57635,211928,136602,156435,29984,101942,145314,13192,533807,184362,220945,777724,4807,7467,12081,87972,396045,205038,3027303,9250275,246,47098
2021-06-15,12386306,2743,1489750,27645,363673,4241638,71915,207829,218792,38835,5202,89863,243097,43511,366762,487884,6703,109272,10976,196673,57821,212959,137036,157039,30088,102239,145908,13214,536847,185217,222107,781409,4807,7467,12081,882012,397875,205912,3050554,9288464,246,47288
2021-06-16,12450266,27471,1494806,27662,364615,4275051,71995,208947,219353,3906,52299,90101,2452,43513,368173,492287,6703,109458,11038,19741,57916,214332,137506,157769,30191,102652,146297,13232,539648,186133,22317,782942,4807,7467,12081,883796,39907,206115,3076290,9326609,247,47367
2021-06-17,12500262,27502,1499044,2774,365556,4295384,72187,210173,220201,39372,52345,90449,245873,43694,37059,494774,6744,109618,11128,198044,58456,214816,138218,158854,30273,103081,146888,13234,542356,186904,224109,785985,482,7681,12081,885677,399725,206686,3095087,9357633,248,47542
2021-06-18,12562545,27579,1505982,2783,366763,4320958,72995,21103,221184,39427,52456,90498,247052,43743,372131,497983,6744,109931,11301,199342,58699,215943,138676,159484,30374,103503,147453,13251,545685,187735,225293,789232,482,7718,12081,888323,402059,207287,3119615,9395059,248,47871
2021-06-19,12612797,27579,1512458,27986,367842,4340578,73426,212132,222017,3953,52537,90848,247647,43832,373122,500322,6744,110078,11329,199806,58824,21677,139571,160101,30395,103758,148148,13271,549085,188749,22614,792653,482,7719,12081,889957,403097,207845,3139059,9425791,249,47947
2021-06-20,12653675,27579,1518681,27986,368787,4354604,73501,212997,222638,39588,52607,91019,249052,439,373633,501923,6762,110331,11425,200465,58909,217725,139825,160556,3045,104191,148467,13277,551746,189224,226939,795243,482,7745,12081,892124,404709,208166,3154807,9450836,249,48032
2021-06-21,12710986,27579,1523173,27986,370045,4377226,74567,21485,223666,39646,5282,91193,249423,43901,376749,504649,6762,110368,11438,201217,59505,218549,140364,161329,30637,104482,149052,13287,55504,19013,22791,79751,482,7806,12081,894831,406831,209564,3176258,9486505,250,48223
2021-06-22,12771176,27579,1531719,28057,370338,4400518,74927,215775,224821,39731,52925,91702,249784,43946,378765,508602,6762,110568,11446,202238,59739,219921,140808,161794,30722,104934,149899,13314,55879,191363,228485,801218,482,7806,12081,896873,408365,210041,3199257,9523423,251,48496
2021-06-23,12827165,27652,1537134,28127,371172,4419259,75906,217157,22576,39759,53273,92018,251474,44042,381521,51124,6791,110922,11532,203016,60123,221084,141361,162792,30799,105088,150475,1332,561773,192841,229868,803979,482,7898,12081,899361,411056,210691,3218984,9559511,251,4867
2021-06-24,12892985,27681,1543109,28291,371552,4450318,76002,218068,226655,39828,53392,92586,253923,44099,382825,514188,6791,111092,11601,204488,60258,222252,142001,163487,3087,105481,150929,13327,564231,194531,230997,808159,482,7898,12081,901459,41271,211005,3245676,9598433,252,48876
2021-06-25,12954214,27681,1549564,28407,373594,4470643,76763,21922,227559,39877,53595,92847,25517,44099,384868,517419,6796,111369,11604,205822,60354,223405,142408,164142,3091,105798,151648,13329,567515,195688,232173,811579,482,7903,12081,907547,414201,211816,3266349,9638848,252,49017
2021-06-26,13014457,27715,1556322,28455,375413,4492539,77103,220688,228613,399,53742,93162,255528,44363,388167,521312,6796,111623,11668,206309,60525,224994,143036,164865,31014,10615,1522,1335,5705,196917,23329,815434,482,7931,12081,910036,415549,212347,3289026,9676153,253,49278
2021-06-27,13068504,27715,1561989,28568,37729,4509444,77842,22161,229442,39947,5385,9341,257082,44381,390623,523357,6796,111821,1171,207016,611,22616,143519,165581,31142,10655,152722,13366,573996,197791,234138,818455,482,7941,12081,914049,417682,213518,3307536,9711594,253,49374
2021-06-28,13117346,27716,1566808,28618,377518,4532156,78146,22228,230223,40094,54128,93705,257324,44419,391329,526238,6796,11185,1181,207585,61233,227074,143784,16619,31177,106831,153489,13367,576875,198464,235243,82204,482,7971,12081,91543,41872,213814,3327011,9740768,254,49567
2021-06-29,13182990,27763,1575596,28638,37916,4552865,78882,224007,231865,40205,54449,94153,258767,44663,394839,529365,6822,111991,11842,209073,61462,228313,14405,166899,31329,107253,15446,13398,580922,200405,236426,824899,482,7975,12082,918475,42012,214757,3350404,9782837,254,49749
2021-06-30,13244667,27787,1580621,28695,379895,4578712,79245,225109,23252,4038,54624,94563,261071,44772,396772,533468,6822,112192,11856,209726,61746,229332,144749,1681,31364,107593,155101,13401,583783,201914,237893,828477,482,7975,12082,920452,421737,215318,3372974,9821815,255,49878
2021-07-01,13305465,27795,1587142,28943,38078,4605393,79315,226386,233333,40457,5498,94898,262787,44869,398612,535393,6822,112416,11862,210411,62107,230115,145305,1689,31418,108141,155708,13403,58673,202938,23948,831793,482,7975,12082,923046,422733,216177,3395593,9859829,255,50043
2021-07-02,13366432,27802,1593697,29145,381952,4627336,8026,227758,233952,40596,55401,95175,264081,44937,400375,539103,6822,112564,11866,211594,62282,231,145642,169827,31498,108592,156335,13405,589841,204372,240442,835489,482,8003,12082,925844,425365,217177,3415963,9900299,256,5017
2021-07-03,13419109,27802,1600950,29267,382936,4647541,80422,228603,234798,40676,55464,95675,264384,45008,402913,541232,6919,112682,11987,21213,62752,232242,146255,170151,31507,108865,156743,13406,593476,205123,241709,838542,482,8003,12082,927505,426763,217776,3433770,9935006,256,50333
2021-07-04,13475059,2782,1606534,29372,384291,4664755,80957,229825,235578,40932,55778,95929,266062,45097,406309,54443,6944,112822,121,213266,63128,233437,146681,171233,31562,109136,157153,13427,59613,206144,243028,841501,482,8008,12082,930991,429207,21859,3452049,9972576,256,50434
2021-07-05,13513159,2782,1610922,29394,384736,4679763,81358,230725,236314,4096,55819,95971,26613,4512,407572,546743,6944,112842,12126,213708,63525,234546,147167,171407,31609,109405,157651,1343,598151,206964,244011,844703,482,8009,12082,931915,429834,218963,3465110,9997504,256,50545
2021-07-06,13556229,27862,1614192,29402,384811,4700148,81476,231663,237321,41112,56096,96128,266191,45121,408033,549273,6944,112867,12126,214642,63535,236005,147532,171759,31739,109688,158323,13431,600728,207649,245633,847297,482,8018,12082,932827,430441,219314,3480907,10024656,257,50666
2021-07-07,13617147,27862,1620890,29525,38652,4718587,82155,232797,238115,41194,56232,96523,267412,45399,412037,552019,6944,112954,12171,215542,64115,236541,147707,172294,31747,110005,158655,13441,604204,210759,246609,850996,482,8018,12082,937087,433064,220125,3501212,10065090,257,50845
2021-07-08,13668071,27863,1626034,29622,387023,4737713,82281,233732,238565,41316,56408,97265,268153,45444,414423,555007,6946,11303,12226,216938,64125,237586,148227,173389,31761,110317,159,13464,606013,211971,247938,855312,482,8027,12082,939643,43363,220777,3517403,10099657,257,51011
2021-07-09,13732835,27924,1636215,29683,387829,4763810,82647,234793,239312,41381,56569,97697,268581,45545,418807,55821,6946,113123,12237,21798,64419,238195,148665,173908,31839,110774,15961,13465,608614,21275,248776,858749,482,8027,12082,942164,43509,221599,3535986,10145662,257,51187
2021-07-10,13775442,28069,1643327,29849,388768,4778086,82765,235415,239851,41467,56632,98241,269709,45645,420188,56008,6946,113252,12264,218902,6445,239208,149036,174142,31914,110994,159981,13465,61065,213797,249742,861787,482,8027,12082,943817,435711,222363,3549084,10175041,258,51317
2021-07-11,13829280,2811,1649300,29863,390208,4794678,83083,23692,240938,41637,56838,98483,271535,45651,422107,561732,6946,113353,12323,220434,64567,239997,149522,175042,32025,111479,160794,13484,613741,214722,251134,866423,482,8029,12082,947151,437264,222865,3564340,10213521,258,51419
2021-07-12,13869988,28111,1654246,29867,390493,4809190,83397,237876,241483,41757,57314,98871,2717,45665,423551,56423,6946,113402,12327,221172,64573,240927,15009,175415,32178,111808,161225,13488,615885,215629,252483,869683,482,8029,12082,948702,438214,223159,3576928,10241516,258,51544
2021-07-13,13923043,28125,1661845,29964,392472,4822645,83997,239153,242008,41855,57417,99473,27253,45882,427763,566212,7199,113668,12517,222449,65026,241592,150226,176171,32289,112112,161566,13503,618202,217378,253466,872709,4845,8442,12082,952087,440096,224077,3592056,10279302,258,51685
2021-07-14,13969656,28232,1665773,30004,393277,4840218,84287,239757,242513,4201,57748,99881,272969,45948,431666,5687,7199,113734,12575,223753,65278,242869,150677,176865,323,112348,16178,13505,620726,218357,254441,875082,4845,847,12082,954187,440787,224813,3605305,10312595,258,51756
2021-07-15,14020615,28359,1670771,30025,393963,4863180,84447,240682,243073,42064,57889,100174,274006,46004,433789,570453,7199,113836,12578,225015,65362,243537,151011,176896,32448,112782,162223,13508,622342,219132,255832,878599,4845,8471,12082,956621,442141,225276,3620140,10348618,258,51857
2021-07-16,14070940,28437,1676830,30131,394536,4879446,85494,241451,243577,42218,58054,100418,275239,46115,436378,573529,7309,113936,12612,225878,65638,2444,151377,177544,32469,11323,16273,13508,624997,220222,257069,88198,4845,8471,12082,959258,443635,225897,3633569,10385368,258,52003
2021-07-17,14121319,28437,1683438,30205,396031,4901388,85781,2421,24419,4233,58113,100601,276292,46229,438317,57637,7309,114098,12612,2263,65661,244946,151783,177967,32581,113478,163161,13508,626913,221008,257972,885035,4845,8471,12082,961049,444283,226435,3647863,10421217,258,52239
2021-07-18,14169064,28524,1689085,30221,397512,4915699,86291,243018,244821,42476,58416,100733,277244,46319,439376,578397,7394,114205,12621,227767,65993,247143,152169,178889,32709,113822,163504,13526,629251,22222,259302,888684,4845,8471,12082,962945,445884,227506,3660881,10455804,258,52379
2021-07-19,14203646,28536,1690692,3026,398016,4930498,86837,243346,245356,4264,58673,100969,277438,46333,441903,579714,7417,114239,12624,228357,66086,247733,15241,179052,32878,114089,163772,13551,631378,223321,260073,891215,4845,853,12082,964106,446758,227919,3669161,10481953,258,52532
2021-07-20,14258463,28539,1698679,30371,399499,4947860,8808,244253,24605,42752,58838,10203,277522,46411,445483,581958,7417,114253,12642,229388,66492,24849,152743,179667,32937,11448,164226,13577,633343,224209,261078,893598,4845,853,12082,968804,448672,228665,3682313,10523532,258,52618
2021-07-21,14286833,28539,1701383,30374,39973,4959920,88438,244618,246548,42819,58952,102483,278617,46452,445573,583434,7454,114445,12678,229919,66559,248788,152857,179979,32945,11476,164471,1367,634459,224679,261699,896055,4845,8533,12082,970239,44902,228817,3689478,10544602,258,52753
2021-07-22,14325529,28641,1705056,3062,400494,4975345,88923,244915,246818,42857,59006,103043,278935,46496,448196,585472,752,114459,12684,2306,66838,25007,153247,180367,32959,114934,16473,1367,636207,225414,262406,897702,4845,8536,12082,972201,449972,229269,3698561,10574129,258,52839
2021-07-23,14364811,28736,1709506,30801,401109,4991342,89361,245567,247224,42909,59079,103482,280008,4652,450135,587076,7522,114586,12694,230976,67168,250803,153574,180941,33091,115221,164911,13671,637098,226027,26294,900357,4845,8536,12082,973719,450796,230398,3707575,10604277,258,52959
2021-07-24,14400608,28787,1715163,30836,401958,5004437,89691,246147,247411,42987,59137,103586,280222,4659,45228,588611,7522,114669,12695,231754,67303,251579,153763,18143,33104,115389,165161,13679,638471,226448,263863,903116,4845,8536,12082,975585,451031,23074,3715413,10632164,258,53031
2021-07-25,14442974,28832,1719571,3085,403263,5016478,90386,246827,248315,43039,59175,103762,280679,46637,454963,589767,7522,114864,12699,232316,67846,253368,154148,181674,3318,11572,165848,13683,640802,227638,264604,906349,4845,8536,12082,977904,453327,231475,3724532,10665322,258,5312
2021-07-26,14472578,28832,1723178,30891,403679,5025839,90911,247427,248819,43071,59281,10393,281595,46657,456619,590774,7523,114919,12711,232439,68005,253805,154442,182084,33374,115982,16627,1369,642377,22858,265168,908553,4845,8536,12082,979195,454619,231876,3730788,10688652,258,53138
2021-07-27,14514913,28839,1727840,30934,403961,5040939,91705,247905,249234,43297,59567,104829,282074,46711,458816,592829,7559,114971,12717,233792,68249,254341,154565,182538,33458,116197,166632,13707,643897,229698,266058,910501,4845,8538,12082,982056,456293,232739,3739413,10722259,258,53241
2021-07-28,14546719,2884,1731236,30935,405235,5051794,92078,248219,249417,43365,59637,105085,283321,4674,460775,594017,7559,115117,12736,23447,68432,25543,154799,182926,33513,116463,166858,13714,645039,230441,266658,912273,4846,8538,12082,983742,457258,233131,3745315,10748154,257,5325
2021-07-29,14585371,29154,1735779,31038,406352,5064985,93038,248705,24972,43509,598,105442,283878,46804,462502,595579,759,115246,12766,235138,68528,257065,155003,183252,33642,116717,167224,13717,64629,23096,267152,915622,4846,858,12082,985813,458452,233401,3752497,10779513,257,53361
2021-07-30,14625390,29154,1740147,31065,407497,5078210,93711,249303,250342,4361,59871,105817,284345,46894,464765,59685,759,115471,12769,235688,68657,257971,155476,183818,33657,117022,16767,13717,648242,231546,267845,9201,4846,858,12082,987342,459557,234163,3759653,10812278,257,53459
2021-07-31,14664908,29235,1744513,3112,408718,5092947,94289,249868,250752,43666,60205,106808,285219,46942,466503,598696,759,115648,12783,236426,68839,258526,155698,184213,3378,117212,167911,13735,649636,232317,268594,9227,4846,858,12083,98931,460357,234643,3766672,10844686,257,5355
2021-08-01,14706998,29257,1749554,31135,409879,5106279,95363,250662,251198,43789,60386,107099,285693,46992,469424,600683,759,115809,12792,236873,69222,259294,156136,184629,33971,117527,168397,13735,651458,233207,269467,925375,4846,858,12083,991343,462038,235233,3773527,10879897,257,53574
2021-08-02,14732614,29257,1752908,31155,410738,5115699,95372,25111,251749,43803,60601,107261,28611,47011,469603,601879,759,115825,12799,237358,69321,259666,156224,184822,34068,117783,168604,13752,653388,233886,270015,927218,4846,8587,12083,992644,462371,235508,3777926,10901050,256,53638
2021-08-03,14764277,29331,1755587,31198,411509,5128444,95875,25149,251987,43803,6067,108019,28669,47106,472269,602759,759,115891,128,238029,69563,259336,156497,185092,34075,117962,168793,13759,654982,234065,270346,929004,4846,8597,12083,995088,463317,235825,3782567,10928023,256,53687
2021-08-04,14793750,29447,1759130,31199,412048,5138918,96426,251834,252142,43884,60734,108077,287325,47145,475236,603983,759,116096,12875,238471,69875,259732,156732,185488,34117,118205,16904,13785,655728,234633,270785,93106,4846,8662,12083,996029,464079,236311,3787069,10952892,256,53789
2021-08-05,14827165,29447,1763329,31287,41289,5151092,97045,252333,252746,44006,60812,108215,287763,47159,476594,605246,759,116139,12896,238914,70203,260475,156968,185817,3418,118616,169339,13788,657096,235201,27118,933422,4846,8666,12083,997862,465187,236733,3792016,10981301,256,53848
2021-08-06,14862691,29447,1767331,31323,413811,5162111,97682,252616,253247,44103,60936,108495,288449,4728,479372,606687,759,116241,12899,239439,70434,261247,157245,186078,34207,118986,169652,1379,658522,235832,271602,936574,4846,8666,12083,1000035,466607,237226,3796590,11012173,255,53928
2021-08-07,14889847,29545,1770126,31334,414758,5172551,97708,253002,253543,44121,60995,108842,288901,47305,480763,607722,7618,116441,12906,239617,70556,26173,157409,186183,34314,119126,1698,1379,65972,236307,272196,938515,4846,8666,12083,1001302,467076,23843,3799877,11035961,255,54009
2021-08-08,14925348,29545,1775827,31342,415682,5183662,98526,253482,254174,44251,61084,109182,289437,47352,481746,609474,7618,116503,1291,240331,70789,262231,157652,186604,34329,119459,170216,13809,66113,237124,272633,940931,4846,8666,12083,1003206,468568,238944,3804376,11066897,255,54075
2021-08-09,14950830,29545,1778072,31342,415875,5194762,98919,253767,254382,44388,61234,109383,289776,47352,48313,610677,7618,116566,12929,240491,70878,262569,157734,186729,34417,119594,170367,13817,66241,237279,273118,943516,4846,8666,12083,1004402,468953,239244,3807417,11089283,255,5413
2021-08-10,14974564,29642,1779770,31354,416769,5202407,99901,253911,254496,44435,61398,109571,290343,47406,48459,611568,7631,116666,12962,241023,71289,263382,157928,187118,34427,119791,170604,13817,663603,23769,273399,944906,4846,8667,12083,1005331,470067,239773,3809942,11110449,254,54173
2021-08-11,15000118,29654,1782324,31535,41752,5211692,10037,254117,254732,44489,61637,109728,290671,47425,486795,613266,7647,116962,12997,241415,71419,263953,158248,187324,34464,120011,170822,13819,664249,238057,273706,94691,4856,8702,12083,1006069,470571,239879,3813018,11132907,254,54193
2021-08-12,15028139,29668,1784869,3178,418124,5221450,100759,254583,255065,4458,6173,109869,291225,47469,488335,615175,7647,117478,12997,241916,71563,264222,158456,187571,34562,120207,171069,13822,665405,238558,274313,948625,4856,8702,12083,1007501,471443,240462,3816033,11157858,254,54248
2021-08-13,15063487,29675,1790815,31807,41849,5229682,101625,255111,255529,44632,61934,110087,29161,47513,489828,618265,7647,11797,12997,242292,7174,264932,158749,187978,34637,120403,171322,1383,667183,239048,275919,951362,4856,8702,12083,1009519,472682,241033,3819934,11189244,254,54309
2021-08-14,15094597,29675,1793880,3183,420534,5240516,102552,255525,255883,44729,61991,110407,291929,47547,491787,619547,7659,118432,13,242566,72044,265633,158931,188228,34707,120635,171595,13845,668273,239881,276256,953163,4856,8702,12083,1010576,473569,241631,3823089,11217132,253,54376
2021-08-15,15125761,29675,1797933,31839,421527,5252066,102951,256141,256334,44827,62098,110655,292602,47572,492665,620759,775,118697,13011,243017,72337,266153,15907,188546,34746,120897,171845,13855,670213,240204,276624,955335,4856,8702,12083,1011826,47437,24198,3826146,11245169,253,54446
2021-08-16,15144556,29676,1798921,3184,421908,5258651,103943,256336,256516,44833,6215,110799,293023,47572,494051,621693,7751,11875,13011,243339,72489,266547,15941,188628,34752,121004,171962,13875,671042,24044,27698,95669,4856,8704,12083,1012619,475253,242459,3827548,11262512,253,54496
2021-08-17,15165819,29678,1802695,31844,421964,5267498,104619,256635,256739,44859,62241,110943,293099,47574,49442,622345,7751,118759,13049,243593,72715,266668,159482,188796,34758,121149,17212,13884,672291,240475,277216,957857,4856,8708,12083,1013555,476175,242726,3829516,11281793,253,5451
2021-08-18,15185139,29771,1803894,31858,422849,5275412,104796,256723,256812,44875,62303,111109,29367,47587,495834,622654,7762,118876,1307,243836,73021,267472,15973,189032,34827,121283,172233,13885,673098,240798,277283,958978,4856,8746,12083,1014223,476639,243261,3831259,11299298,252,54582
2021-08-19,15209947,29771,1806771,31881,423446,5284169,104963,256908,257039,44931,62355,111202,293982,47623,497776,623647,7762,118961,13072,244059,73257,26903,159951,189255,34847,121449,172392,13885,673785,241079,277674,960857,4857,8746,12083,1015558,477175,243749,3833805,11321544,252,54598
2021-08-20,15239298,29834,1810514,31886,424484,5293521,105488,257224,257338,44953,62401,111329,294487,47666,499205,624937,7775,1191,13075,244515,73783,269643,160233,189516,34875,121702,172613,13892,675249,241617,277984,962616,4857,8746,12083,1018119,477892,244146,3836283,11348351,252,54664
2021-08-21,15267093,29922,1813716,31952,425431,5304444,105887,257506,257759,44976,6245,111447,294906,47708,500651,625995,7776,119215,13075,244809,73997,269976,160408,18976,34898,121901,172808,13901,676463,242054,278321,964509,4857,8746,12083,1019564,478686,244536,3838675,11373703,251,54715
2021-08-22,15296483,29923,1817347,31977,426338,5314541,106532,257951,258143,45052,62532,11164,295164,47734,502102,627102,7785,119366,13077,245269,74566,270655,160707,190049,34948,12208,173023,13901,677961,242469,278681,966546,4857,8746,12083,1020934,479676,245026,3841030,11400682,251,54771
2021-08-23,15322412,29923,1820449,31984,426713,5323582,107268,258128,258511,45111,62583,111743,295689,47736,503705,628335,7785,119397,13085,245432,74927,271081,160868,190302,35034,12223,17316,13911,679743,243027,279103,968099,4857,8746,12083,1021908,480658,245516,3842948,11424681,251,54783
2021-08-24,15341224,29925,1822117,31999,427274,5331722,1076,258343,258816,45139,62621,112007,295929,47761,503905,62883,7785,119699,13099,245721,7529,272022,16104,190551,35036,122364,173259,13911,680916,243296,279275,969046,4857,8746,12083,1022561,481003,245676,3844584,11441807,251,54833
2021-08-25,15365227,29925,1826423,32028,427716,5340366,107693,258478,259054,45182,6271,112236,296433,47777,504318,629554,7784,119887,13102,245974,75841,272261,161156,190786,35036,122558,17348,13911,682058,243751,279417,970798,4857,8787,12083,1023820,481794,246193,3846661,11463725,250,54841
2021-08-26,15392191,30021,1829497,32076,428358,5350222,108134,258949,259296,45222,62855,112357,297084,47823,506339,630596,7784,120043,13101,246347,76052,272717,161295,191026,35077,122696,173643,13911,683161,244019,279729,972516,4857,8787,12083,1025145,482587,246786,3848553,11488739,250,54899
2021-08-27,15421830,30021,1832899,32104,429203,5360955,108626,259294,259724,45275,62896,112544,297764,47861,508559,631783,7802,120339,13108,24685,76241,27307,16159,191235,35083,12289,173894,13915,685023,244417,279999,974354,4857,8787,12083,1026124,483535,247126,3850561,11516347,250,54922
2021-08-28,15448348,30026,1835422,32131,429992,5371085,109164,259608,259956,45308,63012,112752,29805,47924,510269,633054,7825,120567,13109,247221,76481,27361,161545,191553,35151,12307,173991,1393,686136,245038,280307,975975,4857,8803,12083,1027214,484255,247874,3852192,11541185,249,54971
2021-08-29,15476378,30128,1839008,32141,430696,5380857,109758,259877,26027,4533,63053,112834,298692,47959,511183,634029,7831,120691,13117,247318,76869,274278,161911,191889,35241,12334,174289,1393,688713,245459,280624,97767,4857,8803,12083,1028431,485075,248144,3853858,11567536,249,54984
2021-08-30,15498882,30128,1840657,32149,431137,5389913,110679,260296,260491,45417,63117,113029,299003,47972,512145,635271,7831,120731,1312,247642,77083,274603,162001,192085,35243,123467,174435,13936,689875,245828,281023,978929,4857,8803,12083,1029339,485878,248686,3854893,11588973,249,55016
2021-08-31,15519213,30143,1843328,32151,431855,5398026,111077,260567,260724,45451,6316,11313,299311,47986,512963,635765,7831,12077,1312,24812,77211,274853,162149,192341,35233,123596,174549,13944,690921,245847,281167,980281,4857,8803,12083,1030267,486671,248962,3856223,11607974,248,55016
2021-09-01,15541569,30174,1846154,32273,432302,5406517,111302,260842,260871,4548,63196,11323,300166,48043,51438,636624,7831,120854,1312,248311,77429,275457,162304,192556,35284,123803,174797,13944,691579,246373,281355,981573,4857,8803,12083,1031190,487176,249336,3857842,11628657,248,5507
2021-09-02,15568018,30188,1849133,32498,433584,5415683,111586,261148,261183,45505,63236,113479,300543,48057,515488,637524,7832,120966,13124,248606,7776,275865,162502,192755,35337,124006,175012,13944,692632,246901,28173,983436,4858,8803,12083,1033488,487799,249744,3859561,11653361,248,55096
