date,merch_postal_code,spendamt_clipped
2019-01-01,111931,-577030.4043147347
2019-01-01,111941,1555223.962352726
2019-01-01,111951,156666.96166940738
2019-01-01,111961,-595974.3648321882
2019-01-01,111971,-417271.69250218524
2019-01-01,111981,156350.52778958477
2019-01-01,112011,232816.36520141741
2019-01-01,112021,556426.6408466572
2019-01-01,112031,758538.0251302458
2019-01-01,112041,984145.7553941564
2019-01-08,110001,1040878.8683282856
2019-01-08,110010,558352.4119379108
2019-01-08,110011,972209.9172968158
2019-01-08,110111,654290.6784592203
2019-01-08,110121,639790.328586019
2019-01-08,110131,-178229.9700734298
2019-01-08,110141,615256.5231810847
2019-01-08,110151,443205.9745283548
2019-01-08,110211,806992.7611257373
2019-01-08,110221,750897.5031470538
2019-01-08,110231,301531.25957681343
2019-01-08,110311,397323.83941060025
2019-01-08,110321,441654.93685001344
2019-01-08,110411,631994.0273241516
2019-01-08,110421,553236.5648783218
2019-01-08,110431,1090374.7644681928
2019-01-08,110441,264372.3808096164
2019-01-08,110511,366646.2178437883
2019-01-08,110521,500233.66895751335
2019-01-08,110531,566996.9837980171
2019-01-08,110541,300035.31660813966
2019-01-08,110551,-107652.0097833341
2019-01-08,110561,988085.3379767735
2019-01-08,110571,838951.9218735043
2019-01-08,110611,524571.2802368619
2019-01-08,110621,-562071.0645160004
2019-01-08,110711,540943.9063507612
2019-01-08,110721,375075.91901158215
2019-01-08,110811,847149.6251973137
2019-01-08,110821,389682.87096963794
2019-01-08,110831,928569.9087467307
2019-01-08,110841,63209.57962543721
2019-01-08,110851,-686322.1800214787
2019-01-08,110861,-40823.95375193993
2019-01-08,110871,290045.1398649421
2019-01-08,110881,773673.9539478174
2019-01-08,110911,-420068.4930723611
2019-01-08,110921,994626.2977324957
2019-01-08,110931,1484414.799396534
2019-01-08,111011,-524433.3188861449
2019-01-08,111021,505860.1756809806
2019-01-08,111031,472194.96289429883
2019-01-08,111041,473889.7011796809
2019-01-08,111051,310514.64336234116
2019-01-08,111061,115755.78213268338
2019-01-08,111071,-118650.11917927215
2019-01-08,111111,701823.682708314
2019-01-08,111121,757037.8023497455
2019-01-08,111131,648552.1821993078
2019-01-08,111141,485990.1032482681
2019-01-08,111151,154687.5215683807
2019-01-08,111156,81554.65080528014
2019-01-08,111166,1308288.289340107
2019-01-08,111176,2685115.5091777635
2019-01-08,111211,1013158.0089550748
2019-01-08,111221,659248.8191548567
2019-01-08,111311,645665.6523168022
2019-01-08,111321,353273.4678722543
2019-01-08,111411,359004.2764077417
2019-01-08,111511,818860.0829084537
2019-01-08,111611,476550.7979797126
2019-01-08,111621,433040.31741610914
2019-01-08,111631,539793.5173060275
2019-01-08,111711,1674712.2024685184
2019-01-08,111811,387310.81136778183
2019-01-08,111821,888308.7752101562
2019-01-08,111831,541219.8881717935
2019-01-08,111841,853341.6820954583
2019-01-08,111911,556412.0605478813
2019-01-08,111921,773056.7116661486
2019-01-08,111931,5551.515915840573
2019-01-08,111941,644673.8133680194
2019-01-08,111951,603542.9233561583
2019-01-08,111961,566170.6164514812
2019-01-08,111971,1223598.987296487
2019-01-08,111981,219837.4820215177
2019-01-08,112011,138372.9038134736
2019-01-08,112021,454306.9843052123
2019-01-08,112031,-668912.5891049681
2019-01-08,112041,210948.79544821905
2019-01-15,110001,36640.26135475002
2019-01-15,110010,-260340.01440617163
2019-01-15,110011,919839.3996691289
2019-01-15,110111,433087.1275786249
2019-01-15,110121,418020.0515620674
2019-01-15,110131,537124.2157533221
2019-01-15,110141,687506.2465060317
2019-01-15,110151,271836.1030878916
2019-01-15,110211,-1407118.9656836286
2019-01-15,110221,-299044.47682202153
2019-01-15,110231,543923.4964944292
2019-01-15,110311,428650.9130877761
2019-01-15,110321,188538.54932815704
2019-01-15,110411,767362.4256034209
2019-01-15,110421,470073.8565201726
2019-01-15,110431,439269.42992269644
2019-01-15,110441,1191146.3620801463
2019-01-15,110511,537650.3541946425
2019-01-15,110521,-9045.601932578837
2019-01-15,110531,-325242.5255352308
2019-01-15,110541,365769.6908630948
2019-01-15,110551,906613.2923711993
2019-01-15,110561,139991.57582841878
2019-01-15,110571,1017502.6505941057
2019-01-15,110611,330666.29065748333
2019-01-15,110621,639541.8051533258
2019-01-15,110711,424414.68299790367
2019-01-15,110721,85636.66027975298
2019-01-15,110811,-67652.92463669914
2019-01-15,110821,893569.6621514839
2019-01-15,110831,238499.7523905817
2019-01-15,110841,10744.014161499857
2019-01-15,110851,808677.8670856388
2019-01-15,110861,-54902.08213276917
2019-01-15,110871,1586459.4623693717
2019-01-15,110881,986090.685921244
2019-01-15,110911,207472.22846932127
2019-01-15,110921,1030066.4127176739
2019-01-15,110931,801437.188041701
2019-01-15,111011,721667.5350413212
2019-01-15,111021,575692.6632991243
2019-01-15,111031,587715.1005898099
2019-01-15,111041,757930.6351321364
2019-01-15,111051,464991.66923796566
2019-01-15,111061,597926.2989449053
2019-01-15,111071,170507.8973789398
2019-01-15,111111,526487.019734092
2019-01-15,111121,-109436.20735979779
2019-01-15,111131,-737281.1279014635
2019-01-15,111141,368028.1199010158
2019-01-15,111151,426735.65968703025
2019-01-15,111156,1069465.888270249
2019-01-15,111166,350013.59145336045
2019-01-15,111176,609836.036375876
2019-01-15,111211,593656.2117539379
2019-01-15,111221,1878816.586917329
2019-01-15,111311,346846.290800859
2019-01-15,111321,429904.8104087984
2019-01-15,111411,963273.4808462834
2019-01-15,111511,2128330.516569771
2019-01-15,111611,549405.022414964
2019-01-15,111621,362699.0912727759
2019-01-15,111631,-368862.6200589505
2019-01-15,111711,557721.3780501912
2019-01-15,111811,418764.95349202445
2019-01-15,111821,869196.3481612615
2019-01-15,111831,1179345.8377273022
2019-01-15,111841,596995.9874763326
2019-01-15,111911,1108938.936904558
2019-01-15,111921,603592.5344784316
2019-01-15,111931,303142.2533076755
2019-01-15,111941,534798.1508880109
2019-01-15,111951,486968.25694038084
2019-01-15,111961,683014.9029309418
2019-01-15,111971,829667.1243969658
2019-01-15,111981,337391.1098430403
2019-01-15,112011,630865.7497866349
2019-01-15,112021,127697.35341218062
2019-01-15,112031,441559.2913661703
2019-01-15,112041,507882.4795238396
2019-01-22,110001,365858.5850123703
2019-01-22,110010,480253.94697092695
2019-01-22,110011,858278.7996465313
2019-01-22,110111,427578.4493348549
2019-01-22,110121,966539.7500879308
2019-01-22,110131,570965.9578552581
2019-01-22,110141,275133.58094220114
2019-01-22,110151,1588901.5672198306
2019-01-22,110211,-456122.5882577012
2019-01-22,110221,841030.2251430857
2019-01-22,110231,-820740.0145867066
2019-01-22,110311,142547.5060735286
2019-01-22,110321,662309.7003922109
2019-01-22,110411,184384.26302944013
2019-01-22,110421,282197.4861189271
2019-01-22,110431,641720.0391205676
2019-01-22,110441,507371.9720171072
2019-01-22,110511,573018.5958540752
2019-01-22,110521,504395.57742387103
2019-01-22,110531,534543.8163235442
2019-01-22,110541,878515.160469901
2019-01-22,110551,1873878.8555250447
2019-01-22,110561,935571.9182377763
2019-01-22,110571,442716.8343081555
2019-01-22,110611,514378.5207719088
2019-01-22,110621,-36708.57084610127
2019-01-22,110711,414406.14244270127
2019-01-22,110721,59358.678890962794
2019-01-22,110811,544462.7056969482
2019-01-22,110821,174588.48985009553
2019-01-22,110831,8808.214506617514
2019-01-22,110841,655058.4510229015
2019-01-22,110851,737015.88560329
2019-01-22,110861,516677.80058083485
2019-01-22,110871,334408.5169857188
2019-01-22,110881,269537.37553232047
2019-01-22,110911,807932.2755680542
2019-01-22,110921,-142947.14470519876
2019-01-22,110931,1118982.8945371327
2019-01-22,111011,718276.2415222288
2019-01-22,111021,465271.6579462531
2019-01-22,111031,534092.8091995841
2019-01-22,111041,723307.4394323463
2019-01-22,111051,375808.1328522928
2019-01-22,111061,786455.146549284
2019-01-22,111071,884194.2526037145
2019-01-22,111111,439555.5780837654
2019-01-22,111121,598503.4921190899
2019-01-22,111131,1082923.6804034123
2019-01-22,111141,674452.2334476318
2019-01-22,111151,560780.0020681642
2019-01-22,111156,657467.3342712425
2019-01-22,111166,898514.4604410357
2019-01-22,111176,1666823.6192350374
2019-01-22,111211,361635.299954817
2019-01-22,111221,633665.2789344137
2019-01-22,111311,351091.89723485865
2019-01-22,111321,178302.51243701257
2019-01-22,111411,960803.5830335692
2019-01-22,111511,296917.0543580802
2019-01-22,111611,719424.9259589623
2019-01-22,111621,1605034.5029398536
2019-01-22,111631,622150.2504747745
2019-01-22,111711,521660.3877347467
2019-01-22,111811,470868.86868528416
2019-01-22,111821,574221.9879499727
2019-01-22,111831,606306.8800503813
2019-01-22,111841,380881.3098155529
2019-01-22,111911,584579.5087999154
2019-01-22,111921,619988.9919961635
2019-01-22,111931,616773.0714790627
2019-01-22,111941,514919.4782677181
2019-01-22,111951,524732.8107707476
2019-01-22,111961,892536.6010322146
2019-01-22,111971,1239826.3570129522
2019-01-22,111981,532942.6620725143
2019-01-22,112011,674687.35540922
2019-01-22,112021,423717.49991878675
2019-01-22,112031,-41300.78394801391
2019-01-22,112041,282611.33287897217
2019-01-29,110001,395828.7179292449
2019-01-29,110010,562540.091643808
2019-01-29,110011,557123.567061665
2019-01-29,110111,521797.07936965645
2019-01-29,110121,711312.1999505344
2019-01-29,110131,368110.97744299134
2019-01-29,110141,530380.6945196183
2019-01-29,110151,974556.1332996702
2019-01-29,110211,598356.3010249059
2019-01-29,110221,100165.09554324363
2019-01-29,110231,1093952.862408982
2019-01-29,110311,256092.0062530078
2019-01-29,110321,507497.12220195367
2019-01-29,110411,333403.49929177616
2019-01-29,110421,207737.66124871996
2019-01-29,110431,188749.5568620708
2019-01-29,110441,822138.3150968014
2019-01-29,110511,-431668.35308590374
2019-01-29,110521,331702.14236046775
2019-01-29,110531,-203962.7860995899
2019-01-29,110541,905958.223904566
2019-01-29,110551,574648.6630556515
2019-01-29,110561,1457204.4705178367
2019-01-29,110571,353319.87872250204
2019-01-29,110611,669310.4786459984
2019-01-29,110621,499720.2142399398
2019-01-29,110711,782183.284864158
2019-01-29,110721,429364.6009319055
2019-01-29,110811,515295.43854092143
2019-01-29,110821,523307.74167858256
2019-01-29,110831,527734.5395611953
2019-01-29,110841,1221026.91975001
2019-01-29,110851,308209.87126987823
2019-01-29,110861,325268.9077435152
2019-01-29,110871,862072.8219162899
2019-01-29,110881,436003.02839459525
2019-01-29,110911,1295750.1584055976
2019-01-29,110921,574427.7280306173
2019-01-29,110931,162330.9853955416
2019-01-29,111011,373737.54029575025
2019-01-29,111021,140432.07111571758
2019-01-29,111031,-534843.9425096784
2019-01-29,111041,227299.72044486194
2019-01-29,111051,62392.148496579495
2019-01-29,111061,17710.11267338053
2019-01-29,111071,456206.90127799986
2019-01-29,111111,417658.6693492548
2019-01-29,111121,857997.9377240738
2019-01-29,111131,267040.4361048342
2019-01-29,111141,532598.3702158793
2019-01-29,111151,603492.4410421401
2019-01-29,111156,363955.69196891715
2019-01-29,111166,106827.40534927341
2019-01-29,111176,579121.0130450694
2019-01-29,111211,384439.859534443
2019-01-29,111221,240706.72278421005
2019-01-29,111311,-334062.0711629764
2019-01-29,111321,1072456.2179341104
2019-01-29,111411,745136.3169354461
2019-01-29,111511,-53373.72515691561
2019-01-29,111611,326968.3570751732
2019-01-29,111621,950566.4540838858
2019-01-29,111631,456978.7587874578
2019-01-29,111711,1006936.4800516744
2019-01-29,111811,389277.13373343396
2019-01-29,111821,322372.68535313325
2019-01-29,111831,683510.3718117678
2019-01-29,111841,310012.0018636518
2019-01-29,111911,306583.1108975734
2019-01-29,111921,427443.1415314876
2019-01-29,111931,392622.81371338444
2019-01-29,111941,1285966.1785975595
2019-01-29,111951,-169610.00602839468
2019-01-29,111961,1106276.088026226
2019-01-29,111971,716113.8963307191
2019-01-29,111981,351887.5274239088
2019-01-29,112011,903383.7038162069
2019-01-29,112021,-233534.31689399475
2019-01-29,112031,246174.26655981992
2019-01-29,112041,-29394.289884953992
2019-02-05,110001,401499.52443044155
2019-02-05,110010,644240.1565892963
2019-02-05,110011,257210.05701567102
2019-02-05,110111,966071.9467285825
2019-02-05,110121,215004.21613884447
2019-02-05,110131,469205.54650350026
2019-02-05,110141,-311941.39283855126
2019-02-05,110151,545585.0341881014
2019-02-05,110211,787009.8457776381
2019-02-05,110221,-20330.450404127187
2019-02-05,110231,275129.5595410819
2019-02-05,110311,-606031.8870649578
2019-02-05,110321,-338898.6550102951
2019-02-05,110411,908667.9735817853
2019-02-05,110421,627291.753206636
2019-02-05,110431,819373.8454414331
2019-02-05,110441,728348.8425183468
2019-02-05,110511,466638.5215052683
2019-02-05,110521,-134511.46823671414
2019-02-05,110531,291568.4015402509
2019-02-05,110541,317210.007853884
2019-02-05,110551,450036.28576470027
2019-02-05,110561,518165.91941046074
2019-02-05,110571,608973.2663189464
2019-02-05,110611,1006587.5408278604
2019-02-05,110621,270042.0771732479
2019-02-05,110711,76643.37646162993
2019-02-05,110721,-135127.64491792052
2019-02-05,110811,640265.2904584932
2019-02-05,110821,-198606.7211474568
2019-02-05,110831,-143949.7780079114
2019-02-05,110841,459077.8775057688
2019-02-05,110851,402918.9289037521
2019-02-05,110861,797041.1198696531
2019-02-05,110871,394778.3963690904
2019-02-05,110881,594083.8871406787
2019-02-05,110911,1093015.9256443337
2019-02-05,110921,413523.171980505
2019-02-05,110931,603683.7580375135
2019-02-05,111011,360639.6357310354
2019-02-05,111021,252057.58276843413
2019-02-05,111031,297602.42802768043
2019-02-05,111041,777453.7867073265
2019-02-05,111051,976565.1231971215
2019-02-05,111061,1064149.721942067
2019-02-05,111071,1047444.4573403245
2019-02-05,111111,538413.7936190481
2019-02-05,111121,495127.3113153804
2019-02-05,111131,102544.61900522822
2019-02-05,111141,384670.1572538675
2019-02-05,111151,125548.07371959905
2019-02-05,111156,19276.114080829662
2019-02-05,111166,891242.9392567442
2019-02-05,111176,98674.19504899206
2019-02-05,111211,541069.9764726278
2019-02-05,111221,495529.43228157604
2019-02-05,111311,871918.0884972026
2019-02-05,111321,493737.84824000596
2019-02-05,111411,646867.6651088864
2019-02-05,111511,499918.51910296024
2019-02-05,111611,764346.8791034922
2019-02-05,111621,327727.9746010461
2019-02-05,111631,3211.366415455588
2019-02-05,111711,-405631.8218412149
2019-02-05,111811,702446.0229066014
2019-02-05,111821,386835.18414698704
2019-02-05,111831,296742.83498921024
2019-02-05,111841,582482.9333928345
2019-02-05,111911,-139947.43757135683
2019-02-05,111921,292269.7751814314
2019-02-05,111931,732599.0827530406
2019-02-05,111941,826534.5473691081
2019-02-05,111951,326287.96808102867
2019-02-05,111961,529233.3084731145
2019-02-05,111971,466901.5748015857
2019-02-05,111981,391132.2546556527
2019-02-05,112011,547947.1385132738
2019-02-05,112021,1010402.5150734344
2019-02-05,112031,574936.0350155458
2019-02-05,112041,-85906.00099462387
2019-02-12,110001,-395265.5328871129
2019-02-12,110010,922024.9418982628
2019-02-12,110011,827536.4854326942
2019-02-12,110111,272601.3851655318
2019-02-12,110121,457001.9320153527
2019-02-12,110131,396281.93914366595
2019-02-12,110141,333605.99909708987
2019-02-12,110151,-97590.05735687644
2019-02-12,110211,659123.1857173562
2019-02-12,110221,898033.223229809
2019-02-12,110231,552008.2129209792
2019-02-12,110311,695407.1365335693
2019-02-12,110321,257970.47743491118
2019-02-12,110411,602049.8569900747
2019-02-12,110421,1061752.5470996178
2019-02-12,110431,875424.6791998895
2019-02-12,110441,750091.2989795643
2019-02-12,110511,473438.7848829677
2019-02-12,110521,309510.80645554647
2019-02-12,110531,800037.6810632057
2019-02-12,110541,407431.50371034624
2019-02-12,110551,322350.08707311715
2019-02-12,110561,511590.2030125366
2019-02-12,110571,944923.4127335132
2019-02-12,110611,932647.9576957785
2019-02-12,110621,599680.463139154
2019-02-12,110711,988392.6319295033
2019-02-12,110721,715330.0080433304
2019-02-12,110811,344660.5661734773
2019-02-12,110821,-537500.6984330976
2019-02-12,110831,1221201.2411817336
2019-02-12,110841,730194.9541915897
2019-02-12,110851,649717.305819726
2019-02-12,110861,1045432.6826749339
2019-02-12,110871,123851.34176716686
2019-02-12,110881,528300.6190197763
2019-02-12,110911,769985.7663527675
2019-02-12,110921,-77681.9402039143
2019-02-12,110931,625401.5770686785
2019-02-12,111011,1242267.8683595527
2019-02-12,111021,545265.1399909114
2019-02-12,111031,1037537.3502223162
2019-02-12,111041,540521.5973189451
2019-02-12,111051,707844.7736573361
2019-02-12,111061,170045.70928646353
2019-02-12,111071,230061.72685143386
2019-02-12,111111,640020.0157730343
2019-02-12,111121,-149143.20010127907
2019-02-12,111131,199964.10243758728
2019-02-12,111141,-1081422.762015152
2019-02-12,111151,1636165.243306003
2019-02-12,111156,747942.7761450815
2019-02-12,111166,593676.8917328701
2019-02-12,111176,483884.83323395497
2019-02-12,111211,361854.6639852456
2019-02-12,111221,1433601.2514178804
2019-02-12,111311,373837.4809987147
2019-02-12,111321,402041.40162994014
2019-02-12,111411,565869.0264921632
2019-02-12,111511,819917.8426112229
2019-02-12,111611,784178.9316405255
2019-02-12,111621,893395.2159162418
2019-02-12,111631,113783.16622122697
2019-02-12,111711,910739.9007185672
2019-02-12,111811,1653436.8247556495
2019-02-12,111821,965752.0868453687
2019-02-12,111831,696644.3802712504
2019-02-12,111841,-129985.8490231348
2019-02-12,111911,723553.7468357158
2019-02-12,111921,670770.667770114
2019-02-12,111931,574256.3542225233
2019-02-12,111941,247671.20045204982
2019-02-12,111951,617585.2558152564
2019-02-12,111961,401329.4237291218
2019-02-12,111971,-259407.67812295893
2019-02-12,111981,530596.1361949161
2019-02-12,112011,418087.790792643
2019-02-12,112021,313387.4256284303
2019-02-12,112031,444651.509824348
2019-02-12,112041,441440.6484859287
2019-02-19,110001,465266.2818309762
2019-02-19,110010,901447.9117719149
2019-02-19,110011,379834.0036420481
2019-02-19,110111,70536.12672832061
2019-02-19,110121,384362.4994046103
2019-02-19,110131,750532.5512838901
2019-02-19,110141,181270.43912252312
2019-02-19,110151,-85240.90296288737
2019-02-19,110211,1481793.3318752274
2019-02-19,110221,785733.4814534942
2019-02-19,110231,825092.0418522081
2019-02-19,110311,1201471.9497223138
2019-02-19,110321,597551.8452335681
2019-02-19,110411,702921.6524355514
2019-02-19,110421,183203.71290801943
2019-02-19,110431,479607.8538657033
2019-02-19,110441,727652.6798034002
2019-02-19,110511,246444.950636357
2019-02-19,110521,554707.7711100208
2019-02-19,110531,683702.0746605042
2019-02-19,110541,533111.6710041548
2019-02-19,110551,678650.7092979029
2019-02-19,110561,669964.4176616299
2019-02-19,110571,373660.43133798917
2019-02-19,110611,903939.052451465
2019-02-19,110621,508143.70489738026
2019-02-19,110711,-470333.38102641306
2019-02-19,110721,581402.6368715614
2019-02-19,110811,543785.6235915557
2019-02-19,110821,664779.3680866153
2019-02-19,110831,1119621.9288561658
2019-02-19,110841,534773.0463340855
2019-02-19,110851,266801.132391063
2019-02-19,110861,1406205.8249493646
2019-02-19,110871,475511.4384646847
2019-02-19,110881,849069.1365224358
2019-02-19,110911,588505.2629959068
2019-02-19,110921,1152493.577287925
2019-02-19,110931,681274.0718342427
2019-02-19,111011,526438.5199349783
2019-02-19,111021,-319441.4148160812
2019-02-19,111031,497171.9405911981
2019-02-19,111041,242179.88335108402
2019-02-19,111051,-808523.5547615691
2019-02-19,111061,383462.40489978716
2019-02-19,111071,414043.05509732064
2019-02-19,111111,740241.265201181
2019-02-19,111121,69377.22375260881
2019-02-19,111131,667266.9763792398
2019-02-19,111141,518857.23152895615
2019-02-19,111151,70261.14950461901
2019-02-19,111156,276310.1146415202
2019-02-19,111166,820925.6757352268
2019-02-19,111176,458704.40293016966
2019-02-19,111211,647360.8825959753
2019-02-19,111221,1825163.9416455792
2019-02-19,111311,340188.08155724744
2019-02-19,111321,596730.4597504941
2019-02-19,111411,28376.092442474794
2019-02-19,111511,1150906.5827131374
2019-02-19,111611,817211.4720846307
2019-02-19,111621,-177942.03861279256
2019-02-19,111631,1092266.874787142
2019-02-19,111711,338409.99354899285
2019-02-19,111811,539687.1162235448
2019-02-19,111821,588531.2573128967
2019-02-19,111831,408701.2357459697
2019-02-19,111841,1353891.1457802919
2019-02-19,111911,801786.5248827676
2019-02-19,111921,1113891.4257907914
2019-02-19,111931,636650.2157196887
2019-02-19,111941,-158360.7474840663
2019-02-19,111951,-314954.25087929465
2019-02-19,111961,1140505.3683640938
2019-02-19,111971,291769.13522406644
2019-02-19,111981,496200.2957694026
2019-02-19,112011,1320173.6162011898
2019-02-19,112021,763175.2782477189
2019-02-19,112031,918753.553604882
2019-02-19,112041,98929.55840982526
2019-02-26,110001,287259.00235115207
2019-02-26,110010,109318.85023564484
2019-02-26,110011,1130509.838354568
2019-02-26,110111,616874.5318596872
2019-02-26,110121,381432.7886285951
2019-02-26,110131,497423.02713994996
2019-02-26,110141,652087.0824110805
2019-02-26,110151,340049.24924712785
2019-02-26,110211,517381.8669700531
2019-02-26,110221,264736.5685627393
2019-02-26,110231,440626.7574768978
2019-02-26,110311,117603.48679951485
2019-02-26,110321,411085.3128721244
2019-02-26,110411,745569.2231455864
2019-02-26,110421,551474.5442157779
2019-02-26,110431,429256.8840898157
2019-02-26,110441,700715.2338980197
2019-02-26,110511,521590.29647247505
2019-02-26,110521,469338.7749472465
2019-02-26,110531,344643.5583723959
2019-02-26,110541,224062.61204797722
2019-02-26,110551,1022749.2224566443
2019-02-26,110561,1300462.8149122247
2019-02-26,110571,-11463.898255435808
2019-02-26,110611,800647.3640441322
2019-02-26,110621,316129.86549801443
2019-02-26,110711,172709.67546864942
2019-02-26,110721,912359.8148280542
2019-02-26,110811,-330672.5823212221
2019-02-26,110821,735171.0568398855
2019-02-26,110831,261376.72490514503
2019-02-26,110841,123462.20644472475
2019-02-26,110851,515261.00039347104
2019-02-26,110861,-438137.7757236741
2019-02-26,110871,1059429.8739250563
2019-02-26,110881,223055.81795131858
2019-02-26,110911,259769.92792695187
2019-02-26,110921,590838.4871089819
2019-02-26,110931,820960.3885704346
2019-02-26,111011,475786.5864442013
2019-02-26,111021,1221583.441703739
2019-02-26,111031,987381.1209483834
2019-02-26,111041,1906270.9405759382
2019-02-26,111051,438205.52790618996
2019-02-26,111061,414798.44393826276
2019-02-26,111071,592309.7418271606
2019-02-26,111111,218498.73191393883
2019-02-26,111121,1296508.6099294957
2019-02-26,111131,797944.8600442851
2019-02-26,111141,-476991.63415744255
2019-02-26,111151,617941.9464083745
2019-02-26,111156,828555.6853981368
2019-02-26,111166,404100.4370832261
2019-02-26,111176,1321557.1000547698
2019-02-26,111211,350923.0355376502
2019-02-26,111221,332905.07979880227
2019-02-26,111311,450307.9632864004
2019-02-26,111321,687380.4759816913
2019-02-26,111411,412743.55540427193
2019-02-26,111511,1242374.463455012
2019-02-26,111611,1444858.676212865
2019-02-26,111621,594230.6540537124
2019-02-26,111631,657700.5004312801
2019-02-26,111711,899692.4298738241
2019-02-26,111811,403458.0266353444
2019-02-26,111821,700705.960867955
2019-02-26,111831,721897.7379058566
2019-02-26,111841,475316.2077353392
2019-02-26,111911,483656.1249685661
2019-02-26,111921,147764.4940043465
2019-02-26,111931,258874.8956292743
2019-02-26,111941,489338.90936118
2019-02-26,111951,1249224.4391505541
2019-02-26,111961,823404.3293855118
2019-02-26,111971,-171593.1579639181
2019-02-26,111981,827944.2684535852
2019-02-26,112011,293240.79246772325
2019-02-26,112021,492556.2023997447
2019-02-26,112031,299543.36211854295
2019-02-26,112041,421739.2287733575
2019-03-05,110001,465412.0146358909
2019-03-05,110010,545353.4998046274
2019-03-05,110011,786188.479105559
2019-03-05,110111,100547.16339441761
2019-03-05,110121,491460.04689385847
2019-03-05,110131,374739.1748172798
2019-03-05,110141,333966.0298683732
2019-03-05,110151,737765.7214716088
2019-03-05,110211,-286189.8460298024
2019-03-05,110221,438188.9367870295
2019-03-05,110231,709344.6957397003
2019-03-05,110311,396783.87738882133
2019-03-05,110321,383333.4872681191
2019-03-05,110411,636850.7049870725
2019-03-05,110421,565060.8531320348
2019-03-05,110431,247614.79050384642
2019-03-05,110441,806683.8670663347
2019-03-05,110511,108619.13382424891
2019-03-05,110521,87068.96986584656
2019-03-05,110531,698862.2796842803
2019-03-05,110541,657259.5208051801
2019-03-05,110551,310419.60484797065
2019-03-05,110561,755434.6044278927
2019-03-05,110571,1086971.0620716973
2019-03-05,110611,558727.0015057592
2019-03-05,110621,961399.0522906317
2019-03-05,110711,518487.72462478024
2019-03-05,110721,1313998.0454812478
2019-03-05,110811,349217.1059077773
2019-03-05,110821,296255.07251474005
2019-03-05,110831,775286.3364362093
2019-03-05,110841,74838.07067645033
2019-03-05,110851,1020675.4453770203
2019-03-05,110861,991084.5955618755
2019-03-05,110871,500481.25528354076
2019-03-05,110881,626137.2687369447
2019-03-05,110911,202059.31622898916
2019-03-05,110921,322527.0561503348
2019-03-05,110931,1265385.7927546059
2019-03-05,111011,620459.7334246722
2019-03-05,111021,592153.2169593279
2019-03-05,111031,400063.63196476345
2019-03-05,111041,469675.99309398653
2019-03-05,111051,386112.7612238122
2019-03-05,111061,446172.499667367
2019-03-05,111071,61058.875146157516
2019-03-05,111111,309948.6452667422
2019-03-05,111121,132816.57841114094
2019-03-05,111131,147.2197298979736
2019-03-05,111141,598690.2744515893
